mbr+ spr+ brc
5671 444932 1
2223 155763 10
5553 385177 1
6722 136580 11
438 317981 3
2011 8289 5
8201 249371 7
7212 90734 6
9131 256842 8
7602 126461 5
7200 333238 2
4518 463025 10
9777 478564 1
4100 212506 10
8372 219374 2
680 33629 7
601 361728 1
3131 348326 9
4940 275645 3
2451 288962 9
9352 487248 2
5205 321541 1
4648 205740 4
8259 39703 8
3385 206365 1
3867 111727 4
9777 385715 4
3098 303944 6
8020 204221 9
7208 368876 2
362 254426 5
9388 135455 1
3464 64476 8
5247 21837 7
1750 28121 1
2690 243597 9
6450 75132 5
630 451976 11
6018 113906 5
7797 27304 8
2833 257885 9
8551 429879 2
4179 234040 7
9609 80693 8
2086 60231 3
1174 276138 7
2319 162058 10
7175 61222 11
1548 449459 2
1484 3369 10
8484 129827 1
3672 87297 7
2020 399864 10
7248 449074 9
3470 16627 4
5335 339694 8
7781 370716 2
8316 320926 4
3615 29344 3
4366 194997 7
7780 403050 2
646 473274 5
8404 46651 10
1969 246319 3
7944 95858 6
5811 266498 7
7037 206297 8
7497 476817 8
3550 124815 7
3323 121644 8
2127 311102 9
8753 51692 1
8757 182709 5
3558 214590 7
5671 100720 7
8654 15026 10
8524 293123 6
8833 232334 3
4166 50863 9
9069 114233 1
5665 447014 4
4282 74118 1
6966 265293 5
3618 311720 8
1005 307146 4
9333 357695 3
9546 439276 10
1936 210315 6
2053 403429 6
7864 469828 10
551 149141 6
125 227969 2
4605 209674 6
7003 476308 11
4255 271629 4
716 284795 6
7337 37097 3
5023 194646 3
2424 113661 8
8025 108890 6
6812 283120 5
795 368083 3
3671 334843 4
1073 264933 7
5250 358155 2
3727 499625 5
6898 374983 10
8702 399020 11
7814 365460 1
3610 488421 7
3057 184120 9
2915 482264 8
9826 93524 2
7612 125401 4
3294 263784 2
8531 142011 3
5819 295071 3
8704 425207 1
3794 433032 8
1606 448870 9
8752 98188 4
8467 354736 5
7157 105456 6
9986 25812 11
2889 447795 9
8947 489894 2
4614 120145 7
7024 116076 1
92 27777 5
8241 249305 9
3073 144870 4
2573 214817 5
9662 388212 2
9031 68989 4
4385 324386 2
1740 7511 7
6855 373580 3
5561 377964 8
7059 236448 6
3445 280436 2
6255 59 8
4095 231419 10
3283 160713 5
3867 71066 8
8403 181254 1
1304 68736 8
4000 363366 1
1194 64758 4
8791 357570 8
8960 190031 10
3478 307950 7
9974 467049 9
1359 290134 5
4306 197151 2
6560 327872 10
6481 173690 5
1955 289233 4
6887 19795 11
8063 315608 9
2938 22517 10
7703 473031 9
5670 71689 7
449 387258 3
7991 398540 2
8926 311511 1
4177 396281 6
2926 299388 8
7608 445227 1
346 443185 4
1152 49301 3
1945 319997 3
7241 177346 6
248 43003 10
9062 377761 11
1369 211939 6
4247 177641 4
3583 184763 6
5059 490996 7
8559 192713 5
7018 87508 10
3113 269847 4
1726 202561 1
1663 239766 6
5474 14487 4
7798 299651 7
9667 113964 5
4392 308217 2
7893 429341 3
8130 407857 9
7776 72445 6
4188 390972 4
1270 134443 7
3590 244522 5
2629 495641 2
8578 362262 3
8230 483871 4
5770 424110 9
8334 313105 1
7593 100453 10
4413 265013 3
2354 466154 5
4373 287128 6
4984 425292 4
309 319445 10
8354 90340 8
1519 304285 9
8238 194713 2
372 443847 3
1791 414070 5
7597 327418 1
1581 488799 3
612 367926 6
1746 146389 10
7095 144997 11
3598 415479 3
6896 84401 6
9870 79207 9
3776 491892 3
1250 287501 11
6253 313371 7
5309 499712 7
3599 113463 3
1848 377484 3
7138 283160 10
3387 347472 2
9747 30303 11
4138 355685 8
8604 19425 1
3761 267527 6
6909 248139 8
8189 250366 9
2844 147345 7
7806 369075 7
6621 497310 6
3995 71050 3
3328 107657 10
961 288714 1
387 86065 2
9180 323755 3
2524 368522 1
6945 21146 2
1974 273118 9
3263 496841 7
9953 290401 9
9369 413892 9
5044 262685 7
1556 444092 2
7627 328740 3
4312 16197 9
2954 322632 3
8360 402733 2
4803 472527 4
3196 444609 2
3193 173064 1
4601 85505 11
1076 281504 4
8834 262384 4
7296 112207 7
7631 307176 11
3640 124535 9
3849 223148 9
3227 393656 7
3734 362388 9
5982 415819 9
7344 201531 9
7092 448165 9
7407 39208 3
142 355052 9
4854 194957 1
3173 271987 1
9033 308939 10
527 15727 3
4292 433234 4
8421 83129 4
471 461702 10
5863 89993 9
8935 302047 9
7527 15854 7
9104 98549 3
2237 171424 9
2440 125506 11
3037 315537 2
4376 372942 10
195 393104 1
295 64540 1
6345 89293 2
4914 155507 2
2627 274482 9
6829 445187 7
7255 55699 10
5123 228181 1
5930 169011 2
5113 349059 6
4915 186642 1
5564 455990 10
3721 462124 7
6781 230293 1
9131 487268 11
3747 409293 10
2570 253467 9
1859 263809 4
4686 136747 11
8570 196645 7
9736 367617 7
6320 100716 11
4448 480625 4
9406 67668 1
4076 58184 4
207 299002 3
3975 388499 2
9366 249135 11
2445 258203 1
3641 472501 11
5631 160673 7
8896 272419 6
8216 9779 10
3193 99863 8
8049 96877 7
1773 405527 7
2497 278792 7
6087 344406 9
3476 112911 11
5616 268746 9
6347 193193 7
3528 459826 2
9240 114407 3
2172 189124 8
9569 11971 10
7171 496456 1
6758 413026 11
6909 325175 3
233 273200 2
2811 360497 9
1697 286464 8
381 427201 3
4301 498427 6
6410 42368 10
9075 196847 8
6364 249532 2
139 107536 1
3532 315495 3
2595 374679 3
2739 416389 3
7526 212209 9
5464 82914 2
1160 447727 11
733 141578 3
3972 363577 1
5879 169137 1
3055 426151 9
17 144475 3
8223 438390 6
4133 9694 11
3357 51434 7
5586 161853 10
8910 321003 6
734 229208 9
1653 374166 8
8362 449826 9
459 210231 7
4014 115069 6
5596 392727 8
6083 200756 9
3586 386266 9
9478 91907 11
9142 104577 1
1474 356079 5
1363 424504 4
8069 162964 6
3063 184845 2
6812 89218 7
792 156693 3
4269 356838 2
9933 4040 8
5 127007 1
1638 27489 9
2639 335359 8
5909 337074 11
8352 421179 6
6837 429620 7
5400 356518 11
9287 434187 4
26 97671 11
7994 272505 11
2183 483349 2
957 3129 1
7567 58531 9
7088 296843 2
9370 190 1
8634 135582 5
9370 87031 6
8440 242497 10
1003 294568 11
2914 35352 9
4992 439742 6
2924 432181 6
6750 293665 4
8773 119539 6
7767 485153 3
1188 185765 6
4679 390433 3
4876 279981 8
4631 349908 3
7450 13677 4
6179 315280 11
138 48107 6
4742 237706 9
8132 409808 2
1832 4957 4
2110 262545 3
595 13252 3
95 288633 2
6547 378332 10
3992 244398 4
5960 225338 2
6006 79130 8
6995 380982 2
6279 12180 6
4056 98309 10
2360 216792 1
8306 191443 5
3937 448175 3
2079 280301 3
8309 489883 9
4350 387896 9
4403 304303 10
6100 455177 9
4229 229271 4
267 25023 2
9883 10349 1
2265 467689 2
8708 205554 8
5439 232458 2
5728 99335 11
8513 405085 7
3012 337249 8
9810 10881 4
9570 401366 11
205 439059 4
5887 4245 9
9641 280937 1
9192 102061 3
683 499215 7
1387 327627 8
1040 339086 9
838 495850 1
439 73421 7
8815 24586 11
5754 41485 5
4436 165521 9
8177 339268 5
925 151895 9
9438 58239 9
8335 18303 7
6878 24448 9
7896 188902 10
1980 419252 1
1430 16315 2
5325 108237 6
7968 127679 5
3798 167204 10
3030 294000 3
845 219241 9
8971 299392 2
408 140548 1
6906 406966 11
1153 135870 7
7526 497125 8
4672 288484 5
6850 273230 6
8376 356545 1
2270 489912 3
9148 48476 5
8570 382607 6
324 8782 6
6282 279555 7
4783 88953 2
3930 183616 10
9288 10021 5
3213 299709 3
6403 499233 5
1667 351971 1
3777 276461 2
9831 183885 4
8411 313758 5
6005 198261 7
5943 471844 3
8445 131450 4
7360 219201 4
9507 355959 3
1381 385289 11
4761 44078 9
9225 74346 7
1120 269118 1
6728 102674 11
4190 455019 4
4507 116612 11
424 312756 3
5633 179111 1
5287 302526 9
1005 6014 1
8997 305118 6
9471 450629 2
5363 236505 9
8461 271697 7
7580 155027 10
3740 319716 1
4283 356612 8
2657 162348 2
4330 152788 4
3253 367028 10
4315 466105 1
7758 165539 3
2344 384537 7
5555 198056 9
176 183570 4
9869 142267 7
1628 442614 8
2266 100724 3
5220 208903 2
1036 172816 7
8540 383468 3
8155 423744 5
8599 306248 9
1 87705 2
8333 40114 8
6707 420063 11
4475 5273 1
658 277007 3
6856 374818 2
1498 30654 10
8708 257124 5
3886 377748 11
3012 151763 7
8670 420936 2
9042 46311 10
6003 71999 1
8472 312568 6
3209 164894 3
5419 24401 9
953 409306 1
5496 22015 7
5490 242639 10
7717 422389 5
5523 460983 9
4996 337260 6
8959 191451 1
6993 74904 5
576 323194 3
2288 157237 9
1717 6503 9
2188 70509 4
4801 491982 11
3452 267633 2
8129 387874 10
5540 5339 8
212 298107 11
7848 32971 3
6396 11148 7
4448 353730 4
7116 375408 8
5661 240555 10
904 378079 8
8135 18668 4
9759 285143 1
9839 429058 9
6725 331169 9
3892 15139 9
9736 468406 4
1782 170815 2
2092 111673 7
9036 53490 3
9193 489728 8
4309 11590 4
5688 20347 11
2197 21137 8
7633 449993 8
2213 226766 3
5675 339308 9
5303 4979 3
4702 93331 5
2138 294692 5
4056 366882 2
678 171173 8
2250 481692 11
2839 185015 7
5621 253079 10
9488 292632 11
9150 295421 6
5735 391490 2
4914 6001 9
9575 135109 3
5741 410600 3
1157 439970 10
6105 36502 4
9257 285104 5
7765 497847 10
8757 309408 3
6978 1692 9
2894 270133 9
4800 305910 3
5693 16634 8
7160 346141 10
341 259953 5
6391 286200 5
3092 20463 11
4140 76709 7
1810 6608 8
7326 278898 11
307 318106 6
7408 302847 11
8711 298814 8
8801 174683 5
9622 494962 2
8070 285814 9
5628 343434 4
9158 204802 11
7963 201130 7
7029 115303 5
456 46226 7
2727 483038 4
9406 112336 7
8481 169546 8
9725 57910 11
1276 345946 6
9655 478928 1
2024 433830 3
6019 399893 2
3257 348258 4
6099 482562 4
8875 310684 2
8463 487963 4
2587 438147 6
5203 496226 6
6304 364751 10
1548 86813 5
4875 142745 10
1269 488908 10
6014 326761 1
902 384715 5
1238 384884 11
4487 171251 8
4910 465646 5
1192 84237 1
1268 347677 5
9270 314816 5
8672 218795 4
1804 332388 2
2632 186419 1
6558 211553 6
7254 466129 9
8562 108429 11
3394 144109 6
8367 472420 5
7441 435316 8
9558 239574 1
2057 179020 10
5073 362467 6
1896 36848 11
8512 125176 9
5440 49516 6
5872 294751 8
7124 407966 1
1634 172028 1
7549 386416 6
4277 213040 8
7530 468299 9
149 462526 2
9935 220638 9
986 345224 2
4806 60268 4
1794 94705 7
9518 496497 8
8744 441748 2
3614 245345 9
1820 192216 5
1439 425875 5
5194 233751 5
2545 306752 7
8742 26496 2
915 471391 1
9422 136681 4
17 163598 7
4905 384030 7
5203 448970 1
7265 181581 2
3296 165589 4
7202 124367 8
52 250982 5
2008 368047 8
907 192235 8
7684 82152 6
294 347790 10
4636 217387 2
9388 390181 4
3616 481158 8
9043 294895 8
4455 27950 1
547 387319 2
9661 131062 1
9267 159403 3
5033 479847 9
4533 416962 4
2202 139911 6
7739 91927 4
4857 57478 10
2252 182377 9
6623 345151 7
6922 456395 6
1428 241783 2
1885 487884 1
8956 41416 2
3135 327391 5
5405 69264 5
9195 458861 11
609 8240 5
4832 228046 5
2178 82824 1
7720 281079 6
3544 60904 3
3645 376224 10
6977 188331 10
8329 68754 1
6447 448688 2
1157 327102 5
2807 239226 5
1215 262693 2
5382 75817 7
3635 109216 4
2308 487252 2
1453 445903 6
6934 393914 4
2911 298607 3
7228 184362 6
7053 354123 10
8306 125907 5
5520 337442 4
9229 107346 2
6567 100800 9
7923 295335 2
8300 277611 6
4100 96765 9
2459 210095 4
9311 177220 10
1504 440504 4
9171 181881 4
9599 433220 6
5347 179523 1
2901 16776 11
4612 180074 7
3857 399734 9
2337 96079 1
2730 185901 9
2849 103453 3
6682 48217 1
3740 485256 3
7661 234887 5
7596 101882 11
4862 426387 5
3316 465653 9
3679 72900 11
499 288156 6
595 223887 5
8945 56894 4
2025 113450 9
5266 71598 9
6748 313286 3
8616 141305 11
2014 462521 2
490 272279 4
8007 380355 10
1993 281737 1
879 183211 10
9969 492261 1
9010 1038 5
3622 211301 3
4013 246512 1
6711 926 7
8763 29315 2
4399 369149 9
4351 43778 8
8132 458433 1
9882 189294 4
3260 124344 2
8104 341915 5
7719 14762 11
9382 358688 10
5171 470370 1
7214 466172 11
7301 181328 2
6836 83447 5
7444 312983 6
7778 310443 4
332 329703 10
7470 123997 1
2582 309899 3
3161 375172 5
6837 293477 8
830 494434 2
7833 212553 1
7235 23276 5
594 388408 9
8520 377385 1
3423 422888 4
9663 482099 4
4871 84362 1
1685 447115 3
9159 216191 9
8788 176650 8
9267 114409 7
9612 176414 7
9774 337599 6
3609 29382 2
9670 180761 7
4185 176414 2
330 253300 8
8457 130048 1
215 136541 10
9915 328877 4
8213 236536 1
890 256504 3
2143 170131 6
7658 30324 3
6408 412332 5
3198 434993 10
6009 377315 5
6917 346453 3
5729 188110 11
7105 365074 11
9912 311756 4
6700 83067 9
6240 301499 5
4777 384697 4
769 228029 5
8834 76035 2
8897 410457 11
4333 317154 10
7276 73584 2
6821 53765 3
2260 430050 3
329 7801 7
1000 367711 1
3161 355068 1
8414 142559 2
3926 164911 8
1009 397579 6
5956 192313 4
5569 335026 5
546 330254 7
4190 333227 11
3003 420761 8
1217 303407 5
7610 133611 11
3022 421211 9
9901 440889 6
4241 374121 11
4649 347700 6
7917 157050 1
8909 398415 4
1697 477381 5
8738 394807 9
6743 123134 3
2437 11350 2
9912 241603 4
7240 396422 9
9878 71437 6
6281 320848 8
8416 353924 11
5617 396041 9
5262 453295 9
2921 495682 4
9451 104491 2
4744 66592 2
9540 215254 11
6035 138409 10
7921 455455 11
1040 328449 8
2195 177813 6
2516 397319 6
3125 468349 6
5141 205408 4
8670 115065 11
40 316148 10
2785 357157 7
9750 204626 2
5740 48519 11
4794 16033 11
4138 116909 5
3367 83502 11
1126 14121 5
6898 174003 10
9741 304401 1
764 413552 1
8775 328563 5
3640 194710 11
438 112417 9
5411 359995 4
7642 75861 7
3651 3426 1
6352 282983 10
4142 307036 2
6980 56002 3
3388 319436 1
301 149521 11
6525 4028 7
6002 368611 3
9375 78483 7
4534 401005 6
9314 32619 8
8408 413587 5
692 315963 8
3153 100942 9
9726 55435 5
7238 332730 3
2175 443228 4
9402 136493 10
213 157688 1
3313 76220 5
6289 231051 9
9362 8759 11
757 200121 4
9673 479718 4
8914 155078 5
7828 185309 9
7700 459799 4
9980 51779 11
8297 43337 6
5817 88813 6
781 285650 2
9918 190811 10
883 449280 8
1402 227248 10
5748 217493 1
6169 492504 2
3497 318385 2
601 275830 2
9498 354857 1
4106 242544 11
5585 406988 2
7444 1414 11
6013 206915 9
2929 270387 8
9732 123919 11
8545 286810 6
4639 392111 11
7574 40717 5
8346 143248 2
288 246811 2
7979 204477 9
6151 340385 1
9052 487166 5
3111 166410 8
4977 327428 11
3542 137077 5
9786 214576 6
9911 232947 8
620 426073 11
2263 192187 4
9982 187003 6
2184 403387 1
1580 195572 1
3919 179106 10
3676 394879 1
9333 48706 8
3204 3712 6
5577 350341 7
6879 19417 10
9428 308069 6
7009 222441 9
7197 492854 8
7564 55021 10
3481 130716 7
1242 381406 4
7307 36542 4
4770 28603 1
7128 246640 5
4933 422304 10
4871 158222 4
6509 425950 5
2984 375908 5
1591 246056 2
2866 173706 9
204 123531 5
6284 219082 10
7352 124823 8
6826 120253 4
3492 1484 10
9960 23738 4
9173 333289 6
6183 130104 7
5026 226560 4
3240 187249 2
925 107549 8
6934 408287 7
8333 376403 9
1298 67795 4
7954 129143 8
2910 333977 4
7036 236599 5
2628 186535 6
5316 63668 6
4950 296541 2
5351 382973 9
4945 210456 3
2065 335950 11
6241 85801 3
5240 70954 11
2092 143402 9
3266 185302 6
9527 282688 9
6624 247296 5
9765 183990 2
6892 158299 10
339 108061 9
8558 438128 10
347 148872 1
9276 99917 10
7956 105068 1
627 489515 8
8058 48911 7
9677 71614 5
3019 471282 6
2946 350112 5
2719 140755 7
2028 38976 8
9134 160254 4
2586 422793 9
687 40840 2
9914 328000 6
2173 208544 3
3371 389934 10
9027 162142 8
6317 325497 8
2462 66859 6
2497 266489 11
4474 448980 2
9133 125935 1
9288 247016 5
687 239226 8
7690 178471 1
6492 493293 6
7659 292107 2
4352 55590 8
8989 419226 7
5420 404736 2
8200 409092 3
8894 151995 11
8193 86624 4
4071 452610 8
4304 237686 6
8817 465769 5
2517 78964 6
3349 392085 11
7176 414560 10
2604 315702 1
4951 326219 8
5485 95470 2
8098 442931 9
565 8859 11
8863 172182 6
3305 275518 1
2401 119947 9
4730 443021 8
2840 88460 1
3764 53777 6
1673 145699 8
1567 166052 2
8848 289249 10
6765 496622 6
2926 342452 9
1012 425305 4
8807 94155 4
8682 317019 11
7640 150548 1
2985 208403 7
185 399104 11
6124 407117 11
4299 440946 3
3044 178327 8
1685 36141 11
3510 403905 2
1640 65550 6
7120 160557 2
1901 82993 9
6465 86339 10
9132 34729 9
1765 19227 11
6193 235712 6
7129 457613 7
9979 72336 1
8778 390680 8
3702 222841 10
2379 4217 9
1373 99166 7
8322 62398 5
5728 193001 10
8015 466614 5
9156 473455 4
4167 63954 4
7246 45168 7
5851 233926 1
1329 288551 10
7529 73738 3
4526 84951 8
9584 79113 4
5808 166824 9
809 205016 4
6137 492580 9
2389 122538 10
5842 173938 5
2291 425223 4
285 366669 9
1836 245060 7
497 311216 9
4675 168036 8
8269 72304 2
4882 247952 1
8357 8504 4
5411 6017 2
3785 287142 9
9855 418210 2
9763 449480 1
6790 12719 8
7654 343410 5
3051 362595 6
8905 74027 8
6416 374717 4
266 335275 7
8612 64218 5
3068 93543 5
9123 90923 7
4068 448516 7
24 458725 10
7503 115832 1
8920 335432 8
1516 246835 9
7631 320722 8
4668 431444 2
4227 451813 3
4019 295898 1
9337 136150 1
6284 127595 6
1040 474541 1
3567 84129 8
8248 30950 11
9747 393686 2
225 77151 1
7066 161236 2
7024 191196 8
6342 101478 7
8538 436618 5
9324 77598 3
1454 310774 8
8023 93751 10
1118 239985 6
6326 304887 1
9927 422208 1
8395 406196 4
97 258509 7
2740 71589 3
3834 220020 6
7663 120673 3
4464 261926 3
5548 304367 10
9634 434665 5
4193 379584 2
523 278866 10
5146 418809 8
1625 464511 9
544 394041 9
9943 237481 2
5088 247519 11
8270 463701 5
2899 314315 5
4002 34707 11
6138 486468 6
7378 50245 7
7567 454519 10
3710 347808 1
6444 259494 11
4686 358379 9
9427 50364 3
1514 241073 5
9029 304179 2
4099 433019 2
6542 151419 10
9691 441873 6
1567 296980 6
5731 272698 8
8128 229772 1
4001 102526 7
6415 175476 2
479 450261 11
7720 14917 4
7422 410532 8
9444 60060 1
9934 358779 6
5294 143556 10
3903 190603 6
9913 497093 1
7586 314472 3
752 487476 9
6728 461779 1
6604 209994 5
4790 167430 9
9275 119285 2
9029 179520 11
5044 42448 6
7424 238026 8
7871 253806 10
9768 401223 6
8492 385161 6
6092 373989 2
882 286139 8
4101 359137 9
3161 128995 4
6467 81888 9
2443 326012 6
1414 358404 10
5545 421375 2
429 241173 3
1218 51593 3
5459 155773 1
1564 355360 5
7812 487815 7
8505 333361 3
2761 21409 5
2100 402646 10
4181 394874 4
586 335136 11
6633 308308 7
3552 80553 5
252 383045 3
6439 429076 7
3940 31886 6
5797 167572 6
7978 273870 3
8071 335941 2
2307 195099 10
8068 489414 3
7457 391362 4
8859 17820 4
5629 387212 4
9534 226585 3
314 138958 10
5149 250348 6
9346 141525 5
2621 133204 11
8322 453394 7
4217 441291 2
2841 168724 1
8356 216969 11
3755 435011 1
793 32398 8
9170 356765 9
7000 296493 1
8849 216699 10
8186 212848 1
6329 43307 11
9577 97047 9
3764 110659 1
7327 202378 4
8642 299245 9
6375 199597 4
8360 348193 9
9730 373721 8
7982 151500 4
4557 372965 10
8528 517 6
897 377967 4
9680 165715 1
7568 270902 1
235 221185 7
6985 221953 11
9194 159308 2
1539 361951 10
6623 17496 2
9375 219171 7
5094 77476 6
9342 184243 8
9471 463411 3
3082 78483 2
7604 106617 4
4600 452927 10
7575 182593 5
9833 268636 3
2215 145569 7
8264 214960 10
3741 203670 1
4422 71523 8
324 371285 8
4449 207673 8
9277 452673 4
887 55884 6
5614 435051 10
5362 127589 7
8424 476825 8
6095 382670 9
8539 46563 11
466 252603 4
7045 374055 2
568 279258 9
9360 35696 7
4638 126505 4
5720 491465 2
3501 83419 7
8398 475260 9
3172 215410 1
3518 186989 9
2579 28293 2
56 192908 2
9326 304656 7
7020 232532 9
1969 431606 3
8230 23147 2
9236 426747 11
6290 67113 9
461 200507 3
4213 188385 6
5343 355758 7
1262 297953 6
3093 210523 6
2032 493545 2
8325 295402 6
1062 100465 11
6015 278126 2
849 190692 3
6041 368855 1
6616 69588 2
5103 80125 1
4378 80896 2
7456 30147 5
3344 374807 6
9683 246426 8
5198 362297 4
7675 281663 3
1257 392847 5
8450 21356 1
2383 417056 5
9288 37985 3
4797 360281 10
9028 264245 10
3054 189362 1
7275 413176 1
1821 16425 1
5567 111537 7
7676 153161 8
9055 362466 6
83 196271 10
7926 189863 11
5179 383579 2
2273 413080 9
8387 152830 4
1553 402010 6
8443 287190 5
9504 424076 4
5489 304648 10
8061 373582 9
3064 220225 6
5454 347487 7
8882 247501 6
5726 203004 2
4525 362157 5
9607 246871 4
2952 256477 4
490 63631 8
6992 326366 5
2787 90507 11
1775 457852 10
4269 234405 4
9481 406673 3
5904 254014 10
8722 37397 11
5596 91709 3
4143 136603 10
5392 417302 3
8168 94856 9
5408 274724 8
5769 128808 10
1199 198355 2
414 201380 9
5450 377224 10
6013 480738 7
8640 284954 6
466 428833 9
3306 262078 11
9314 96607 9
5516 477705 6
7906 222508 6
3415 59000 8
5141 99328 2
4452 200135 3
5028 214889 5
1563 2768 7
5659 273685 5
6756 245425 10
7858 302541 6
5798 145338 7
4710 357351 8
5707 64999 10
6937 226298 2
7605 235662 11
2420 413072 10
2362 302463 6
4358 479877 8
8157 17391 5
9049 139037 3
3907 328366 4
447 431583 9
3023 490859 6
6302 238716 11
7690 235723 10
6569 241378 7
803 322153 7
7401 276762 6
3915 406795 2
7316 174682 1
2476 83526 2
5928 116564 10
4778 86439 11
354 250789 8
6123 290550 1
283 300080 4
9765 46455 5
1142 494075 2
8023 471136 11
7283 155847 10
7173 143698 5
3286 2592 9
8009 196295 7
3418 195219 1
2193 216489 6
162 18663 7
7838 91733 2
6668 3895 5
8319 158636 8
9346 475384 7
6890 60718 8
9948 329876 4
9980 38451 11
4171 6435 3
3451 73835 4
1363 432627 5
297 366956 11
308 37246 11
3249 95376 1
1485 137156 8
679 250846 9
3416 451076 5
574 284188 1
5807 240633 10
3536 147191 11
3951 2881 3
6174 484869 2
9875 432028 2
4032 199130 8
5088 3570 6
8710 177738 11
2528 474153 7
923 461623 8
923 154266 6
1240 314713 5
2781 253442 9
1561 26518 3
9319 430784 2
7340 440118 9
5394 203940 4
9032 337122 3
8229 347023 1
9820 490681 1
265 319713 4
8960 92341 8
3571 349278 1
6501 106187 6
8072 99680 3
551 205688 6
1856 426571 2
8422 79572 7
9618 480138 11
825 136441 11
9413 34551 5
488 202624 7
5844 15048 10
2984 484818 9
7912 125949 4
9694 417342 2
3675 426749 10
1519 177735 5
8001 466569 3
3865 468288 1
3992 441463 11
8455 8680 11
7580 184216 1
3033 153591 4
5368 6992 8
5654 99125 4
6431 172860 11
4927 143318 6
9912 338649 1
2280 270690 2
2035 436451 10
1635 29259 2
1430 471895 10
5219 214047 3
1754 6981 8
2316 65684 9
244 483127 4
1865 290873 8
779 497844 4
2425 303177 10
3520 90032 3
2424 457785 9
9280 365297 7
4019 185838 5
6686 218363 5
8365 168609 10
5724 287900 5
3392 8963 4
8787 473406 7
9802 335698 1
1214 440843 8
2760 172306 1
4936 345492 7
6206 122282 11
8212 465868 5
9782 126923 2
5939 361856 3
3590 461758 9
8979 413771 5
8132 364577 1
7513 163101 6
9563 213666 9
4243 493619 3
3268 23929 5
3160 385289 9
563 400528 10
9100 363715 3
804 439171 3
8110 160155 3
4584 404692 11
3169 67445 11
6194 76057 2
6635 126422 9
4704 319133 10
3152 136263 6
6212 309879 7
3847 311154 5
9515 236152 3
384 203543 10
1857 34190 2
7933 346984 2
4749 355602 3
6966 410071 4
4597 14097 10
3274 103308 5
113 154920 8
6096 230105 5
5527 222375 3
1690 320354 7
5674 170521 6
8339 166530 6
6055 30885 9
7919 219233 4
5444 225029 9
4657 144672 6
8574 262925 1
538 388374 1
9121 385186 11
2349 185190 10
9597 339561 7
6584 405171 4
4168 144544 2
8187 475468 4
7915 253156 11
8840 152301 7
7237 233060 1
7868 429944 4
2384 409126 1
9909 417350 4
9988 38106 8
3747 54593 7
561 478875 4
836 253897 11
314 236361 2
2274 19115 5
7376 101051 6
3067 473501 7
6971 39645 9
8172 13117 3
5857 267204 3
9817 20613 8
6325 311084 5
9745 206271 8
3559 176235 11
330 214773 9
8825 315125 5
6800 237098 6
2060 121631 2
5987 387289 1
1281 73862 3
3300 370754 5
4919 349924 10
6530 246408 9
4653 457363 11
3807 164556 3
2266 498966 4
8599 359682 4
1495 8399 4
732 299430 10
8734 422214 1
7505 445183 1
9909 428595 4
7107 317601 8
4475 121606 8
2060 207063 3
1644 400235 3
3155 427221 5
2312 462035 11
8082 14134 5
4131 293203 5
8030 99024 4
5703 479981 5
8537 456650 5
1034 449797 8
3572 44705 1
9398 197729 11
8696 196522 7
8969 100732 8
2294 360633 3
7494 43782 7
6098 169943 11
5961 421592 10
7571 149950 1
9850 118318 4
2350 488302 6
1571 431315 9
8637 376487 1
3836 153640 10
2387 19009 2
8045 114123 6
6236 91812 3
2157 204532 4
3785 68620 1
1065 486922 1
6182 273611 6
9590 349001 8
6344 34765 10
2145 109513 7
1149 313101 6
3074 263187 4
801 1428 5
6927 169763 5
5120 56634 3
3092 470617 5
6986 493866 8
8428 77537 4
9114 199152 1
7624 89820 9
3054 203763 10
9078 296354 10
3755 360316 6
6894 143302 2
1461 14810 8
4573 193511 2
9768 286295 3
3780 493998 8
7691 297649 2
2391 473861 2
982 156607 9
9794 305703 4
6027 60497 11
5629 154861 11
537 471968 1
3819 171395 7
1381 362952 1
4785 68453 4
3069 492743 11
2675 300479 10
99 188806 10
1823 318160 11
7192 48191 10
5349 344029 11
2762 433387 8
9479 471483 9
9353 61339 10
6766 407078 6
2043 343554 10
7109 107620 2
245 111576 2
5450 137840 10
268 64982 6
7673 18184 5
2806 202421 8
9941 223676 7
2828 75537 8
8135 312336 2
9887 313992 6
8197 490142 10
7277 472875 8
2045 382879 5
8818 138451 2
8093 272 6
5537 372827 3
6526 203326 11
6663 213087 9
3432 220347 6
5780 301900 3
2818 314474 4
4919 181961 4
4929 399571 3
4536 152596 10
4688 135691 6
1640 447873 2
611 443932 7
7436 471715 7
7227 354842 1
5481 212410 9
1670 129200 5
6105 30187 9
7493 256023 11
3165 102411 11
8863 361415 3
250 48265 2
6000 453945 1
3993 161498 5
5499 212584 4
5336 390057 4
1030 120297 11
7717 480264 1
8969 476827 5
1668 140885 7
7489 279255 2
7099 454666 8
8417 465951 9
2167 141797 4
5170 273119 5
9491 400978 1
9436 365315 5
6775 432411 5
7534 200021 6
1450 135665 11
2848 46678 10
6732 154805 9
5780 108854 7
8093 414804 5
3420 132864 1
8860 202288 6
2344 205382 1
6053 116364 11
2865 488622 9
1675 344816 5
2810 440876 6
984 379461 4
8811 114450 9
8990 367512 4
3708 328125 10
1301 365798 7
5422 256238 2
7491 495389 6
6794 40959 9
8547 126952 8
4096 488861 7
2223 148798 1
4254 225854 7
5623 303023 8
7332 184338 3
4868 303560 3
6814 77779 6
9765 399697 5
86 435513 3
