spr+ ruk trajanje
293359 49 9
382570 11 1
395109 19 8
464094 33 7
492262 15 9
105276 6 5
58094 3 9
58987 18 7
80630 43 6
32158 17 9
56915 29 7
461001 45 10
265342 46 10
293059 27 2
143062 38 8
400703 15 11
237286 28 4
219977 24 3
86883 36 1
425450 5 5
59804 45 8
127754 39 3
182698 44 1
171300 27 7
76529 46 11
453422 34 4
486400 23 5
91880 10 4
99895 45 3
420990 20 10
441934 44 5
17653 21 8
178575 26 11
246162 28 8
296209 15 6
431090 20 8
422544 33 3
331213 46 11
355920 40 1
423783 32 1
170536 38 9
17229 21 2
211340 39 7
301187 27 6
266431 32 9
261884 26 5
55302 31 2
109373 24 8
379056 21 3
499543 5 7
250879 42 10
174589 43 6
315961 37 1
50919 17 8
301404 28 2
399203 1 3
63370 49 6
370805 38 3
8726 21 2
339754 25 10
105181 49 10
197459 21 2
295692 16 7
257370 12 5
245367 9 9
225360 11 2
284931 33 5
362430 38 8
353226 7 6
252450 8 3
14531 47 7
367831 32 5
76913 22 9
454166 39 7
327094 36 6
480196 36 7
288606 3 3
209501 28 6
79496 11 1
164908 29 8
432327 9 2
21075 35 9
266209 47 4
95707 20 3
321091 28 3
492551 16 10
435602 6 10
421562 28 11
238676 31 5
87905 26 11
16441 28 7
122626 42 6
294486 19 10
214337 46 1
79733 36 4
327570 8 10
176417 35 7
446844 21 8
188868 18 11
174640 30 6
166587 44 7
451838 17 11
261596 30 10
108025 19 6
18536 12 7
180768 40 5
351908 48 8
190073 31 6
284919 27 1
286063 6 2
86576 2 6
253015 47 11
29835 41 9
328339 25 7
11349 43 11
271021 41 8
32128 29 5
128047 39 6
469142 3 9
102589 18 8
75829 11 8
68046 17 9
179371 27 2
26544 47 1
336048 44 11
99690 42 5
50988 9 10
103860 27 3
262067 30 9
375829 30 2
485875 23 8
225574 41 4
170264 44 7
434046 37 8
351810 32 5
421775 6 2
111409 7 11
332116 9 8
232486 21 7
216600 16 8
49720 23 6
211924 1 2
369974 12 8
450524 40 2
50255 11 8
234328 37 2
444907 8 3
2497 27 9
371935 15 6
210564 46 1
211991 40 11
79774 18 3
382381 5 5
300507 3 11
258916 1 10
91768 17 10
392416 7 11
38019 43 2
86753 49 11
487631 3 11
43738 28 2
444579 22 11
119496 48 6
415524 5 8
33106 45 6
288501 6 4
291901 37 3
376081 2 1
150225 22 3
313027 15 9
221641 42 2
383592 4 3
462698 14 3
188714 13 6
385727 2 1
393894 31 4
287957 9 8
195242 42 3
14965 9 6
161603 17 5
278307 22 5
488694 15 3
179561 15 7
344397 33 9
112548 32 4
242717 16 5
315166 3 7
210311 27 5
304538 19 2
248580 38 4
344502 9 7
63395 16 2
230644 49 5
84064 42 3
342063 28 10
3178 40 2
490705 27 10
226068 28 1
323063 39 9
350627 39 8
205083 46 4
44796 44 1
408486 44 6
331331 21 6
327341 43 7
82647 21 6
457338 5 11
103800 33 6
417962 15 2
147445 22 9
22951 38 7
447105 45 2
127042 3 2
317218 15 1
284483 30 2
401557 12 9
144329 12 1
113196 44 6
1057 14 10
416160 49 10
222635 25 8
52041 40 7
430556 35 2
372846 41 5
346691 34 3
144676 26 8
78649 29 8
181606 18 10
347540 2 5
100446 25 11
440447 12 8
77114 3 2
38726 47 5
144428 32 1
294097 19 5
350800 47 7
301041 20 8
160945 16 5
283666 48 9
199302 7 8
216241 22 2
297237 10 10
400539 9 2
28116 31 3
416336 28 7
253649 47 5
101610 3 6
265895 49 1
297477 43 1
392426 49 3
139605 28 8
495446 39 2
498075 25 2
420406 22 2
309273 24 5
271087 33 5
479939 17 2
226650 33 6
412933 3 4
68020 12 6
214664 4 11
358230 36 9
459836 9 4
148185 28 9
79647 33 9
110305 11 8
209984 32 8
353870 30 8
332028 5 1
402647 43 10
382190 18 10
359210 49 7
295408 49 9
142855 24 5
75610 34 3
395761 39 9
418598 41 10
359035 26 5
32473 9 4
130939 38 11
299286 31 11
462328 17 11
25813 24 2
488398 18 1
127140 12 7
290201 48 10
369711 3 7
10197 40 5
145160 43 1
355693 49 5
105488 30 9
456671 4 2
102636 10 6
375356 29 2
325488 40 6
309091 17 4
369430 10 6
361787 15 8
50327 10 2
20952 36 6
159293 41 7
287572 4 10
24919 25 9
182933 44 10
184372 42 8
93947 7 6
62113 6 6
294956 8 4
6598 21 5
85701 40 9
393313 21 6
402026 46 9
398766 32 11
3982 38 8
245702 31 10
280457 29 5
72404 13 4
411035 37 4
207790 8 9
309707 13 6
307988 14 9
354809 12 2
86437 45 7
189054 17 2
405051 41 1
498242 3 8
14716 35 6
93988 44 1
476384 46 2
474635 37 6
76742 2 11
61054 19 8
269557 37 10
374362 21 1
350333 2 10
460688 29 1
215532 15 4
128717 23 5
102614 27 1
277952 39 3
484044 46 11
378907 21 10
381044 17 2
408978 16 9
84906 31 4
261234 6 3
441691 39 9
426500 20 10
10333 22 4
36566 8 7
308019 31 1
475369 4 11
388908 12 6
389906 26 6
434241 12 5
191228 24 5
334097 21 7
466001 28 3
98933 26 11
17946 36 8
144469 7 3
45489 33 1
406718 9 4
112497 43 10
394973 23 3
105247 24 8
454628 6 1
351685 24 4
234928 5 6
200478 18 1
317321 1 10
440421 7 2
214664 14 10
325371 43 1
278061 4 8
106848 47 11
243129 45 7
244409 15 4
259624 25 7
239345 36 3
474398 42 3
234562 26 1
98453 16 6
465409 36 5
181251 19 10
308417 20 11
309579 26 1
142236 14 3
137173 19 1
209551 20 3
112316 18 10
464666 8 1
247783 9 7
13761 10 3
251385 31 4
414370 32 10
232402 46 5
473620 9 7
241296 29 3
363853 23 9
70923 3 11
99326 45 3
479883 16 1
186103 42 1
303007 25 7
94167 6 10
315853 28 2
67519 41 4
307408 35 6
96533 32 1
92438 10 7
54269 44 4
393281 14 7
88337 1 2
361878 44 5
291579 32 11
135723 18 1
142740 1 11
13503 46 5
346321 8 5
206219 35 4
345786 30 3
343609 9 8
128701 7 11
70561 35 6
103388 39 8
169934 15 5
231758 40 3
465292 17 8
150894 32 8
250978 2 11
347162 47 10
459330 14 5
128735 32 5
403005 7 2
458591 41 5
144333 46 6
399215 40 9
178101 7 8
351459 41 7
426587 22 11
72664 10 5
493799 8 6
32782 40 7
333295 23 7
8275 23 10
304286 24 3
10861 42 3
289289 46 1
304950 48 9
16381 19 2
421407 41 1
175153 39 2
70739 14 1
370963 37 9
382041 7 3
253777 14 5
376207 46 1
228682 15 11
291337 14 4
50819 12 7
478545 43 3
496519 16 4
142004 8 10
44445 23 10
52199 30 2
494200 22 7
174119 29 8
13829 2 9
357596 41 1
409706 45 3
322863 46 9
453274 8 11
497067 10 7
259506 20 6
327418 14 7
73172 7 4
239373 40 7
408281 14 5
495365 13 11
635 22 10
76068 46 3
74888 24 2
415706 27 6
185555 39 8
110312 43 2
327390 26 8
113282 33 7
79766 2 7
478017 41 8
421789 43 6
9689 31 6
414789 8 4
383861 20 6
473848 10 8
356619 47 5
421288 47 10
174966 33 6
140767 15 7
273797 19 7
383701 11 8
131236 23 10
5 1 4
56226 11 7
148597 34 11
368101 35 3
274848 44 11
460070 40 6
168243 1 4
353781 9 11
102900 22 6
232598 22 3
343039 14 7
48944 46 3
166634 20 3
129667 47 3
64292 4 3
144018 39 10
173374 25 6
420889 21 1
301971 7 11
231590 18 8
366665 4 9
215801 47 10
415548 17 2
312049 42 2
426473 20 3
26657 34 4
496106 24 7
417312 9 1
481387 46 8
483924 8 7
306594 18 6
349260 22 8
26610 35 1
98028 42 6
39238 12 5
60345 23 4
12930 3 5
117825 40 9
243515 24 10
184029 20 8
19924 31 5
248334 20 5
472174 32 11
289531 5 3
290698 4 5
419567 13 9
402561 47 10
316079 33 6
253519 7 4
94203 4 6
216506 44 7
89434 21 1
306711 47 10
259493 46 2
345233 4 7
206935 36 3
409405 40 5
264041 16 6
175514 42 5
52977 40 8
242944 48 3
197960 1 10
454134 39 11
219240 17 4
104261 12 11
473447 27 1
314746 28 4
351111 8 10
207445 12 1
441377 31 8
430281 18 7
253382 30 11
6274 25 6
189070 34 1
24698 32 8
236120 24 5
257730 30 7
370448 16 6
172427 48 6
139618 2 4
489981 1 3
159088 3 1
235382 6 11
71183 9 3
332362 11 2
182326 32 11
374922 28 3
416103 24 11
291265 33 9
206231 19 7
232722 9 4
273961 24 1
3664 38 4
99891 45 4
408684 46 6
15198 32 10
311562 37 6
276686 25 5
40530 29 10
2207 16 8
409094 10 11
400894 38 5
269938 44 6
85246 42 2
365175 18 9
228395 40 3
494864 42 8
415501 31 11
371075 46 7
450697 5 6
369517 10 6
372261 30 4
173452 14 1
71979 31 10
231316 17 9
56301 10 2
42036 34 8
77649 25 10
418144 30 9
58526 44 9
375925 6 5
464211 45 4
287367 10 2
428542 2 5
142581 49 1
152083 13 1
498319 13 11
10007 32 4
40785 9 1
499848 33 4
132847 22 11
20432 16 8
48646 26 4
447035 14 11
33907 8 9
167643 8 1
278316 24 8
353823 13 3
357740 43 11
491270 14 5
441097 27 7
413348 3 8
494012 28 7
107235 27 4
323771 36 11
426376 4 8
174625 9 10
180890 14 7
15643 13 10
239667 45 1
12344 28 9
10559 32 10
105900 13 3
237044 21 5
498203 1 5
356107 30 11
338736 21 3
264465 22 1
346877 9 5
59879 4 7
15200 49 11
367276 18 8
71734 37 3
295272 45 10
254723 7 2
378281 48 5
269886 42 3
398852 45 7
230274 32 8
315700 22 1
272627 7 2
256301 3 4
181023 45 9
13458 28 2
76764 23 8
326265 25 9
489915 14 2
190458 8 6
406626 43 10
425857 42 10
416148 16 3
33652 40 5
219252 30 10
210531 5 3
397053 42 3
171829 11 8
268459 32 1
434193 29 5
247757 46 11
484659 44 11
217607 2 1
148722 32 7
191247 18 2
419550 24 5
78934 34 6
57761 14 5
386694 14 2
256890 23 4
196465 41 3
337224 31 6
429234 10 2
296468 2 1
455025 39 8
254776 34 9
33514 24 11
64859 43 4
454189 11 7
279547 40 8
373091 13 10
1694 23 11
301486 49 1
485548 48 9
444203 36 1
409575 22 2
49236 31 5
427806 38 9
409237 15 8
275521 33 8
239761 29 1
99366 38 6
74010 42 8
390520 29 3
361432 49 6
371758 32 4
263940 46 8
282668 17 3
439132 48 5
447004 33 1
150819 31 5
234247 47 10
209023 5 2
439586 9 5
149651 32 5
417011 8 9
373292 47 5
381343 49 3
200502 22 7
484323 19 8
444730 37 10
60429 41 7
268436 36 9
43526 1 11
192516 41 7
6757 18 4
300793 40 4
2704 1 3
44347 15 5
57917 42 6
55419 3 11
227368 24 5
350283 48 8
204965 27 6
472985 39 5
176338 15 5
416247 26 5
19140 20 7
466027 46 11
359424 13 8
360258 11 2
170858 34 1
198344 33 6
366039 26 10
292255 12 2
405004 5 7
475239 27 3
255342 19 4
154669 44 10
293287 2 5
110898 36 4
249501 26 4
453971 13 3
60040 13 2
393374 32 5
328 18 11
324996 32 1
445896 12 3
160361 29 1
326708 41 4
31460 30 6
37845 47 2
430205 43 1
374417 31 7
152935 16 10
470779 49 5
468645 20 5
453895 11 10
425506 8 8
72503 25 5
287127 27 3
160818 25 6
333542 26 6
178921 33 8
130579 24 11
280063 8 2
161010 10 4
328673 45 6
498606 38 9
342225 21 1
100963 6 8
213587 5 7
359226 32 10
285959 9 4
477059 13 11
47255 1 1
149227 31 8
461402 45 3
356055 9 9
210065 24 4
129020 44 9
50813 47 3
487449 41 8
273904 16 1
352787 11 10
136181 31 5
228763 3 7
481074 36 2
405917 19 1
134593 20 11
307855 30 4
382163 24 8
410789 18 6
345190 26 5
446474 21 2
240480 28 7
198206 44 7
240498 7 2
101142 6 1
100853 16 2
411441 6 7
101213 13 5
48576 42 7
404351 39 5
243214 29 9
170791 12 7
52174 8 1
443002 33 8
425543 26 2
328607 27 6
284645 18 3
293473 7 3
55611 37 6
411164 2 7
166640 45 4
122018 43 3
258946 38 11
213964 46 4
155840 29 10
387892 9 2
219687 4 9
311053 41 11
453716 10 1
484576 38 6
122435 27 9
485790 32 1
84160 38 1
124765 44 1
136922 1 5
269671 28 5
475740 22 4
363696 36 8
404784 17 1
218772 29 8
77272 5 3
239276 43 4
282052 20 5
183338 47 1
78949 37 1
321840 11 6
72786 18 9
56555 27 2
100064 25 8
387263 25 1
134738 43 5
156408 9 6
116049 38 4
392368 22 9
434046 40 1
493844 19 11
341830 33 4
370810 42 2
66663 9 2
180087 49 9
404564 30 3
6833 40 9
363258 27 4
43189 7 7
114551 37 4
147009 9 4
286567 23 9
411512 24 1
94270 47 10
322983 31 11
224221 20 3
467264 34 7
285277 18 4
413814 28 4
120798 22 11
460546 39 11
158539 38 1
237061 45 8
386326 13 4
150889 44 9
190190 31 3
212220 22 4
107455 41 4
110905 4 3
133184 23 11
184899 29 5
474560 10 2
35034 45 1
238893 29 3
469982 9 10
122563 42 4
408063 35 2
127961 8 4
368785 16 11
338960 40 1
415814 23 1
187659 32 10
115074 30 2
198647 23 1
248701 29 8
482996 34 4
430548 30 8
150872 2 3
156223 25 4
328169 20 4
268393 48 3
297971 22 9
101585 12 1
175416 36 9
907 35 5
271819 2 3
194905 29 2
354045 26 10
377945 15 5
433030 45 11
201274 19 3
253523 22 10
236042 38 10
24884 28 1
261010 9 9
156944 15 4
73200 42 3
458697 24 8
494184 33 3
421273 2 6
417353 23 9
456081 47 9
434934 40 1
490046 40 7
308762 2 4
281606 20 9
85839 4 7
497735 7 10
82523 24 9
189066 36 1
331332 5 3
251652 22 2
111691 30 11
60463 6 4
300491 36 5
394569 16 9
45531 36 3
202036 13 2
377166 18 4
86557 19 7
37016 15 3
399939 48 5
169170 19 11
172087 43 5
306016 49 6
227439 48 1
336470 11 3
53084 5 7
216193 11 1
73798 28 11
413149 8 2
418234 24 5
160490 27 7
9783 1 4
415103 43 11
60291 10 2
206539 21 3
231819 2 11
89843 40 7
259452 47 4
311480 41 11
138078 25 4
339409 34 9
64352 10 9
495887 24 10
327977 31 5
345995 8 9
126472 19 9
101105 47 6
327092 18 7
481275 5 5
320008 13 7
265488 22 9
431293 27 7
262827 48 2
235274 30 8
340099 6 10
355425 42 4
73168 20 6
217267 45 5
332713 26 8
173929 15 8
475159 27 6
10918 36 2
433734 33 5
468989 18 2
497359 35 5
344786 20 9
106706 45 11
273071 1 2
287150 12 6
63565 6 7
361795 46 6
329754 3 8
62971 41 4
185314 34 9
413002 21 8
94892 22 11
49462 4 4
420369 10 4
168613 25 11
348289 46 4
429567 23 2
324887 5 4
341927 45 11
30561 3 10
19363 14 4
103878 4 1
253496 2 9
331686 29 3
310586 24 5
1933 14 1
455421 39 2
201024 25 3
107694 15 8
211648 33 3
140437 42 8
179398 2 9
10823 33 1
60624 22 9
100278 29 6
453147 37 11
370796 22 4
51601 46 6
158778 13 7
364736 34 2
253427 47 7
128358 47 10
377413 9 2
283376 13 2
31959 18 10
250744 4 1
300854 25 9
504 5 6
191582 8 8
383287 24 11
376720 42 3
382805 42 2
268732 26 2
200924 18 2
117372 7 10
6044 45 9
66238 1 3
312244 45 7
396643 39 7
133672 49 6
253410 28 5
210315 13 9
120525 46 10
458162 15 2
139242 10 10
408404 29 9
400525 40 3
83374 4 8
378651 26 10
71832 16 4
232555 23 10
125583 32 3
424692 2 7
423353 23 1
125104 40 1
304495 41 9
464899 17 7
321445 46 1
197230 10 1
40961 18 11
467857 27 10
30861 42 1
237331 43 5
154564 26 9
220028 13 6
74780 23 8
151625 26 8
466023 37 1
108659 27 1
276669 40 6
163293 28 11
440136 18 9
41128 12 8
274149 29 4
98055 26 10
444214 20 5
337308 14 5
389892 32 10
20197 45 3
231369 44 4
453706 24 8
423247 10 2
102796 7 7
122220 47 8
233083 41 8
371266 21 4
263131 17 7
449527 20 11
481065 35 7
493763 42 9
330480 48 1
481258 18 6
247402 18 6
115984 26 7
296338 37 6
59889 39 8
412791 27 9
353368 44 1
490437 43 2
187615 15 5
154545 36 8
153007 14 6
294190 37 10
152886 32 7
364549 22 8
318841 14 9
305372 2 4
8619 3 3
386823 47 11
255819 36 11
287968 6 4
358251 46 9
44680 12 2
205556 3 11
155661 13 4
450898 43 11
123976 21 10
366300 32 8
143687 18 7
353717 9 4
392428 41 9
201637 22 7
400873 29 9
188642 35 8
311143 23 5
410457 34 10
343302 26 11
433749 13 7
181813 20 2
419669 42 8
237534 6 6
110188 49 7
359644 32 8
496186 25 2
153637 43 1
125459 36 2
449458 32 7
23855 23 10
254206 45 7
487932 35 1
66272 40 8
244788 29 1
432905 11 8
160622 41 2
379454 42 2
406178 20 10
200832 15 3
106590 27 2
265513 49 7
372042 30 10
94807 23 9
350254 33 2
68709 20 10
389405 39 8
394818 49 2
165674 16 7
310576 15 6
258215 32 6
113753 26 7
282177 19 6
86272 17 11
156874 29 5
451617 28 4
192976 17 3
451171 1 3
219986 37 3
482118 10 9
475427 7 2
140230 5 10
238007 3 8
36012 20 9
109276 42 2
77825 11 4
191192 6 9
441658 14 7
19045 5 5
494623 42 2
472367 33 1
44389 36 8
237167 11 6
37623 10 8
36595 13 1
153468 16 7
81897 9 10
16230 39 4
341936 22 6
283723 36 6
300103 41 10
226748 26 5
400380 31 4
497452 40 8
70694 9 7
338772 31 5
311531 38 2
54178 24 1
21848 34 6
53901 8 8
367387 41 11
303633 34 2
314016 46 11
319156 37 5
122547 15 5
362648 10 6
407273 43 4
185959 7 7
458845 40 4
428894 46 11
203875 35 10
123196 20 3
278334 47 5
494926 21 6
48885 42 4
95017 37 10
145405 6 1
194755 48 4
250322 30 1
466233 19 7
329751 5 11
325105 48 5
226910 20 9
290660 40 10
141893 30 10
485947 34 8
241410 41 1
392209 21 11
368008 24 11
275532 31 9
184402 14 11
400085 39 9
75225 33 4
318381 31 11
395397 43 1
275434 18 3
435603 44 8
360475 47 7
233911 1 4
2937 37 6
180835 39 2
386064 14 1
314205 11 6
132505 23 5
354626 14 3
367852 41 4
466395 9 4
426093 31 2
495490 14 5
428453 12 8
240638 36 3
351027 4 10
41869 14 2
349224 19 11
318766 41 6
336947 20 11
489353 26 11
303332 38 5
12268 28 5
184351 3 10
257655 2 5
115659 8 10
411120 8 5
10967 34 9
213813 1 1
88976 6 5
464924 34 4
402575 14 7
25530 3 2
141482 43 8
200758 42 4
451490 3 2
472417 23 5
364161 11 9
240149 39 10
240116 33 4
268239 3 2
345007 16 11
435163 1 5
23771 7 11
161675 39 1
330169 17 3
462762 39 7
427043 17 10
215195 5 8
18075 21 9
123436 28 2
78621 4 3
322584 4 4
35446 40 1
271524 23 11
6536 20 5
254143 30 5
151832 3 11
373615 9 8
379258 11 5
469086 46 5
109115 28 7
366983 11 4
98843 21 5
266653 28 10
72845 31 9
120653 28 4
97705 22 5
264181 22 4
146321 39 1
175462 49 1
17295 10 7
6445 8 9
231205 33 9
418894 4 3
302102 21 5
131929 24 5
149856 17 8
22397 1 10
21754 37 9
484270 12 10
16399 31 4
428629 21 8
97567 7 11
79172 40 4
343036 13 6
87762 17 5
166925 41 2
187502 20 2
25123 47 4
3971 26 8
493404 35 5
218582 13 10
236083 39 6
145170 1 6
50867 44 4
98609 4 10
3259 49 2
440335 10 8
484452 18 3
6188 19 6
266387 19 5
35443 1 6
281935 34 2
157777 42 3
320320 23 4
408524 36 4
371489 1 3
335303 35 3
126073 16 5
325347 14 11
302812 43 6
415653 43 6
404987 3 3
478697 15 7
97428 2 10
448734 39 9
204999 26 8
276125 33 5
73257 38 7
425842 9 2
363307 42 10
486232 46 9
460817 29 8
266051 29 8
266392 44 3
103775 28 9
192979 33 5
7866 1 6
189317 39 9
483841 22 6
227179 42 4
453843 6 3
373601 1 4
460698 27 10
166895 24 6
54283 18 2
360460 18 1
42592 30 10
438822 22 2
447675 10 7
494091 9 5
24136 31 2
455235 5 4
312616 3 2
294866 16 5
19314 9 4
86681 37 7
147014 26 2
243076 42 3
489145 19 3
969 27 5
460375 13 7
250288 21 11
47555 37 11
421610 1 10
419648 10 7
127008 16 6
226343 20 1
438988 15 4
357985 12 4
159540 27 6
467551 14 2
159995 8 11
111383 33 6
473112 35 9
36677 33 10
381195 38 7
383090 15 3
416504 1 7
162718 16 3
234032 22 4
389315 41 8
97137 20 10
165247 39 8
312456 8 4
280884 15 7
81526 15 6
70086 41 5
292426 6 8
232002 5 1
359273 12 10
17345 38 3
223160 3 3
46510 36 11
339281 45 6
483427 38 7
452117 14 11
497728 6 5
157746 19 4
113913 29 7
325323 9 7
36745 20 4
14527 8 10
147021 20 11
66850 43 3
43096 18 5
469398 27 8
247700 16 11
99812 12 9
279711 37 4
93923 49 3
439041 14 8
153109 27 8
309189 6 8
380717 15 2
413706 15 1
120237 28 5
81529 3 1
331731 47 8
273757 1 10
70697 45 8
33150 44 7
478570 18 7
350374 13 4
115297 39 4
354492 1 7
329765 34 4
326657 18 6
172081 12 7
157970 22 3
468327 49 10
369872 23 6
353844 45 4
153391 11 5
16718 15 8
14172 1 8
284110 28 4
313741 18 6
29321 34 1
299638 17 11
200063 24 8
79850 11 4
276199 48 1
95825 29 10
173509 8 6
287706 7 4
310864 21 8
40979 34 10
97514 18 4
317245 10 8
254305 22 6
33663 31 11
447869 8 4
25653 9 8
439191 15 11
101340 46 10
211877 20 8
419890 42 4
390292 29 7
446598 37 10
438866 3 3
430529 31 3
345376 38 8
24776 6 7
262019 28 10
312452 3 6
142271 35 4
467222 2 4
456202 8 8
409103 16 11
112591 8 7
277064 10 9
352357 40 9
41099 16 5
420728 4 2
429312 8 8
453751 30 6
359669 27 9
83313 36 11
54015 17 9
282944 38 4
2354 48 3
385182 28 4
297705 43 8
147160 36 5
166654 33 5
251024 28 2
85169 26 5
378787 27 6
369689 21 5
262657 13 8
73814 14 4
437264 20 10
461411 4 10
255661 33 4
83926 46 3
320596 47 4
103584 33 4
167097 32 11
230537 34 10
340598 10 3
238212 46 9
102742 35 3
196896 3 4
3702 35 10
353133 46 3
18885 12 3
22667 24 4
399086 12 1
33050 25 10
221574 39 6
23198 14 6
288554 12 7
196508 18 7
275336 21 5
92119 9 5
199287 43 3
447347 42 3
391536 21 5
409394 33 5
338859 42 11
266529 18 11
94942 11 8
128463 21 8
146822 49 2
71251 43 1
47645 49 9
44559 7 3
371833 36 10
496008 40 10
218585 6 10
287397 34 11
243505 25 4
213605 32 11
35016 3 8
156263 28 11
351427 18 2
2372 36 4
315826 24 2
22503 13 11
436504 45 8
18233 47 5
443520 23 7
241419 34 6
323381 42 5
370776 48 4
355564 18 8
310379 15 9
321054 4 7
51139 22 11
308523 31 9
352525 47 1
220690 25 10
493985 11 2
87857 39 10
44569 22 7
74475 36 1
375473 4 8
307757 10 11
400976 4 6
311490 16 4
499050 27 10
287409 33 6
74945 18 3
156645 14 11
26990 23 10
12433 15 4
427257 22 4
453122 19 3
97555 18 9
168893 41 3
6679 3 2
293696 37 11
251625 34 5
252245 9 7
25281 37 8
138472 11 10
415198 30 9
439291 8 4
212477 25 1
300906 26 7
313214 31 9
81783 27 8
376548 7 4
337889 8 6
113866 48 2
60450 46 9
217724 2 2
443966 15 11
493554 12 9
475418 25 6
142333 12 1
294582 31 9
188946 46 6
214674 33 1
226563 14 8
80532 6 7
10671 23 9
452945 48 8
253087 46 5
397046 44 9
149094 20 7
432127 46 3
13946 36 2
474916 48 9
363988 32 4
301752 38 4
53807 11 9
90717 34 10
382592 6 7
376851 38 3
245843 29 9
43768 6 1
65568 5 5
454151 37 8
10607 35 3
85620 4 2
21863 46 6
487881 11 11
268548 43 1
187077 18 9
266817 28 5
443016 37 3
345851 20 8
453209 45 1
92969 10 10
133419 35 1
485829 49 5
339845 15 5
447254 11 7
282940 41 10
161258 28 1
125975 32 5
139246 20 4
432338 10 10
474909 5 1
73361 27 6
200057 15 8
311429 43 4
314335 19 4
457831 39 4
294068 39 5
438869 28 11
98602 20 7
343452 30 2
380039 2 8
367119 6 9
127631 45 7
138662 48 8
312170 44 4
192824 46 10
462177 40 11
449502 26 9
89706 40 4
129955 4 8
36977 9 10
402338 2 2
254518 35 1
21011 48 6
377020 25 1
400084 43 8
474283 46 4
496385 24 3
311926 40 5
67359 30 8
187141 46 2
488023 20 8
157211 46 6
462806 31 11
70584 36 8
184790 39 3
480202 46 5
103337 26 4
330317 34 2
367498 46 5
38458 29 11
80329 30 1
373933 24 8
366841 27 8
277555 41 1
61038 22 7
4549 3 3
380392 25 2
288098 23 7
422501 33 8
164212 20 10
30489 31 8
349058 4 11
119114 37 1
191071 46 1
46561 40 7
222803 7 11
62934 10 5
361716 41 4
199333 30 8
170071 26 3
444386 20 2
482435 37 9
424749 24 11
419727 38 3
431898 45 2
365519 49 5
86897 28 1
46704 48 9
413174 40 10
360087 18 7
118117 24 3
225188 22 11
6983 16 4
246664 5 8
53528 49 5
229338 23 1
326437 43 1
287017 30 6
176826 7 7
382034 21 6
194558 31 4
324785 15 4
457764 45 3
227541 36 3
151031 24 6
73858 16 10
326200 46 7
411428 36 10
150102 19 6
456280 6 11
453048 23 9
151844 31 8
453728 24 5
325841 21 2
259253 17 4
291684 8 2
96306 35 10
409604 27 5
326141 21 1
316090 14 5
490092 2 8
290284 16 5
17180 11 7
150103 31 7
162939 39 7
28474 45 4
199968 31 7
440030 43 11
160876 34 4
34078 15 8
288078 38 10
123180 19 9
305716 25 3
356081 36 7
433434 36 4
338359 47 2
254077 37 9
349815 14 7
177466 5 4
498150 1 10
494578 47 10
387150 11 8
378284 9 5
143807 26 7
406414 21 3
360549 3 11
349802 30 9
394279 37 7
384622 46 2
469179 35 8
403883 46 8
364359 38 4
251234 38 7
445151 29 4
18842 37 11
348171 10 6
167223 30 8
117140 24 3
356122 29 1
326817 30 1
473938 32 7
62163 18 2
100169 39 7
108710 25 11
48248 8 5
166709 20 1
146222 21 4
426899 4 6
60072 37 5
44765 26 7
372267 35 3
128011 35 1
484812 14 7
466656 36 5
474242 14 1
253527 24 4
194789 1 7
350534 33 3
96634 4 1
484771 11 10
329502 44 5
71623 2 4
124556 23 2
329768 47 5
353435 28 7
445198 12 2
408077 38 4
497420 16 9
386736 13 4
58525 34 2
298261 26 7
48516 5 10
419425 7 1
455348 33 2
271533 1 4
293880 19 1
182397 47 5
393085 15 11
234947 42 10
316638 13 1
156314 23 9
316826 22 1
294858 18 11
400785 30 8
358759 43 10
235006 16 9
432765 10 2
397801 1 8
183423 22 2
179996 6 8
414607 6 2
89602 17 4
252637 30 4
50539 34 2
246477 19 9
225230 24 4
345768 18 5
22079 49 7
238577 9 5
18189 28 6
202861 13 7
236907 34 4
77096 23 3
246429 20 11
75170 43 6
387088 33 10
65111 26 4
367597 3 9
36913 11 10
233570 47 1
409447 20 10
263339 27 6
137263 43 5
87607 37 1
426621 47 7
290853 30 1
70239 17 9
465512 44 5
226914 8 8
2478 5 3
77962 29 9
236662 31 3
244975 14 2
275893 25 10
183998 46 10
106182 2 11
209292 19 9
104016 2 10
486383 20 6
441377 6 10
107749 30 9
147877 11 5
294561 37 7
41710 14 10
43236 11 1
452329 47 11
420956 22 9
360140 41 8
333073 36 11
318245 49 2
478714 18 4
251471 21 6
377300 28 2
249855 12 8
420766 1 11
315229 35 6
210630 30 6
118567 1 7
306293 35 6
19116 25 6
131572 5 1
436698 47 4
221016 37 7
42537 27 7
485205 5 2
195527 48 5
116850 12 6
408997 35 3
274763 22 2
265285 17 6
178832 27 9
263648 41 5
441702 13 3
342146 43 3
87634 35 6
154601 10 5
15485 32 8
228355 13 6
13727 17 2
429876 47 6
35495 14 6
197001 30 3
25608 18 6
357755 25 10
16895 39 3
458717 30 6
212464 48 11
393784 33 1
405131 4 5
494252 2 7
55293 23 6
166591 27 7
79826 18 8
78878 40 4
345510 19 8
185548 20 11
12969 7 8
224691 48 2
373828 27 3
150338 47 4
114466 38 9
406212 39 4
96166 40 9
180903 1 5
72286 19 3
98681 5 9
45198 45 5
478821 30 6
346037 10 7
213731 16 5
211699 46 3
7808 46 2
268721 44 2
401208 15 5
