mbr+ brp
8683 4
5404 1
1183 9
7283 6
3109 6
1457 2
4509 8
9231 1
5925 1
7131 4
2903 9
3340 4
6155 1
4983 5
3437 9
5686 2
9464 2
400 3
3275 7
8473 3
9823 1
2725 8
7234 7
1292 2
1996 5
8232 5
3113 3
6978 9
5170 5
2590 5
57 5
3865 7
8142 8
7142 2
4910 7
2849 7
9133 6
1114 6
5186 4
3489 4
7369 2
1597 8
9231 4
6810 4
9016 5
8099 9
1396 6
4503 2
7858 9
9570 6
7770 4
799 3
3511 9
9221 4
8813 2
3150 7
7760 6
8411 7
1953 6
5702 4
9807 3
6192 9
8017 3
9405 4
1400 2
1503 4
7591 9
2455 8
4225 6
5990 2
1938 3
8769 8
5945 5
6069 9
941 2
9745 6
9308 6
2495 8
4836 8
9192 3
2306 3
7098 4
8933 5
7322 8
7448 1
5788 4
1022 8
3845 7
3779 9
8413 2
3867 2
850 2
2932 3
2038 7
3085 5
4970 6
3792 7
616 5
6521 7
8078 4
6324 8
5619 2
9766 6
6253 4
3515 2
5672 1
3780 6
511 3
9706 3
4048 5
5883 4
8284 8
3364 1
166 4
4928 5
4526 4
4572 8
3070 6
220 8
4596 5
299 9
2492 4
8999 3
7271 7
7151 9
5069 4
2133 4
3664 5
7186 4
1936 6
8061 9
3124 4
868 4
8584 6
3946 6
7870 1
7452 9
2673 9
2693 2
9179 5
2092 4
4086 4
1330 1
7499 1
7585 6
2440 6
8135 7
4881 6
9367 7
8537 5
9314 9
2469 2
6255 3
4206 9
5762 6
8174 5
1337 6
4004 7
3746 9
6085 3
9980 6
4413 6
7049 4
6725 5
4609 4
7645 8
670 9
6685 5
712 5
7124 9
1374 7
89 5
7261 2
2761 7
7759 5
3540 4
3457 5
7891 6
7812 7
1819 8
9171 8
4728 5
9292 6
8900 1
3837 1
5222 5
1417 2
7834 6
3813 1
1190 2
1934 4
432 3
237 8
6581 7
9852 5
735 5
2777 3
8963 4
9316 4
8372 5
9720 4
4937 7
1916 8
3653 5
840 8
4325 1
8880 8
8989 8
1522 5
5300 1
1268 9
3961 7
9193 8
3973 2
5720 6
9243 1
2171 2
7113 8
2918 8
4782 3
4211 7
3354 2
7752 8
2658 8
177 7
1030 5
7220 9
5548 5
8613 4
5693 6
9546 2
819 6
1763 4
1780 9
4194 6
6012 9
508 6
2279 6
7105 8
6256 1
3871 2
5943 8
3918 8
3004 7
9399 1
8240 4
2433 8
7395 9
2669 6
3125 4
7925 2
5803 4
2138 7
331 5
983 2
8637 4
4020 3
1840 2
975 1
8920 9
5501 4
8430 3
9802 8
4597 4
5275 2
4205 7
5011 2
995 1
2966 5
6491 2
4724 8
636 1
5867 4
5572 4
4431 4
399 4
3182 7
7997 1
8420 8
6549 2
3680 4
8651 4
4657 6
3409 6
5164 1
2228 6
9422 4
2466 8
8672 9
1019 6
3559 1
7461 1
6406 4
9051 8
2468 2
3766 5
8563 6
3150 7
7759 5
7954 2
4701 4
8378 6
8924 9
6902 9
2670 4
8194 4
8172 6
5538 4
1322 1
8634 6
5709 2
6558 1
8684 4
7807 3
5035 6
7184 5
3948 6
9583 5
1132 7
9644 8
4193 4
5146 8
3184 8
2809 4
7482 7
6006 1
6591 9
9776 3
3929 1
188 4
9677 5
4566 2
4693 9
7777 9
3676 7
2995 8
7907 6
5552 9
9811 1
1940 8
8613 1
7433 8
1823 8
7378 8
8908 3
8831 1
4694 3
6702 3
5805 5
9601 5
8969 5
4225 1
7159 1
9662 2
8283 4
9120 4
5566 5
768 4
4179 7
4824 9
75 7
476 5
9815 5
3413 5
4561 2
2046 6
5829 2
3277 6
7782 1
7718 6
2599 2
159 4
4759 2
2326 8
7433 1
4417 6
8279 3
54 3
6839 4
5342 7
2197 6
1638 1
4364 4
2828 9
5300 5
6816 9
1107 8
6727 6
6368 7
8269 9
2438 6
8874 1
2579 9
7159 2
563 2
7112 7
6063 1
1120 9
8191 7
9748 5
4556 4
4704 3
2948 8
4640 1
6434 2
4235 5
1307 1
3807 6
2677 2
7443 8
5327 6
5824 4
565 9
5745 2
9641 9
872 2
2423 2
5884 3
1467 1
6647 4
7638 3
1737 6
3622 6
8590 4
6686 4
7073 3
6280 6
3394 3
851 3
657 9
4790 7
1201 5
4141 1
385 2
3626 4
7234 5
6018 8
3226 4
9860 5
36 6
5196 3
2629 5
5405 1
7591 6
7402 8
9699 6
2780 5
5906 6
1485 8
7277 6
9714 2
6350 3
5910 9
4265 5
3901 2
1518 6
5850 9
8202 5
6158 7
2646 2
8201 7
8251 6
7470 8
1281 1
9283 9
2530 9
3446 8
1063 6
5652 6
130 3
8149 6
2727 6
5235 9
7963 6
5334 1
5501 2
4806 4
1730 6
2550 6
1612 2
4844 6
412 4
2771 6
1111 1
8759 5
5 4
9042 1
9414 1
8521 4
9868 6
4499 1
6885 2
8925 5
6928 8
7863 2
3445 8
4645 4
9511 7
3776 5
5367 8
7338 1
6119 6
8594 5
8989 3
5795 3
5422 2
9934 4
2130 5
5416 3
8913 3
2263 8
9014 9
370 4
3368 8
6071 8
7476 9
206 2
9392 1
822 4
5343 8
6510 9
346 7
4639 9
8220 5
5285 8
7541 1
806 7
4389 9
5321 6
3108 7
4510 3
1601 9
6121 5
1347 7
6130 2
2400 2
1868 8
1126 1
9503 6
4189 9
7327 8
1422 5
4582 2
5306 4
2456 8
3192 2
1407 4
8203 2
9136 8
2184 8
1224 5
4005 2
479 5
9391 6
9966 8
4113 5
1423 2
2634 2
1925 9
6967 4
280 5
1890 2
1666 2
2974 2
9169 4
4540 4
2759 6
6050 4
8551 7
7810 9
2473 3
300 3
5724 6
7294 6
4075 7
2402 6
1490 1
9720 4
5786 5
1925 6
8759 8
8984 7
5771 8
844 1
3883 6
7310 6
4729 2
7480 7
6555 9
759 4
5544 6
2444 2
8756 7
4112 1
2915 8
8595 4
4247 2
559 1
1194 8
9563 2
9409 2
3032 1
9956 3
9076 7
2294 5
6379 1
5856 6
8999 9
6363 4
7966 9
304 9
5145 1
6109 2
9131 3
432 9
9138 6
6487 6
7214 7
5859 1
1445 3
9239 2
2737 4
6131 4
4775 5
7733 8
2596 1
9381 8
2353 1
3444 4
6471 6
7016 3
9776 9
4104 8
1515 8
8103 8
445 3
278 8
9567 5
3296 8
7095 3
2340 7
5260 5
6385 9
3225 5
4174 7
5184 9
3523 4
305 7
7284 4
3912 5
761 4
6758 2
1518 9
2349 6
1383 6
7376 9
282 3
3390 5
9313 6
1045 1
5817 8
6623 2
3818 3
3663 2
5473 8
3361 6
4915 8
6288 9
5678 3
560 4
3701 9
263 5
1940 7
3641 9
5577 5
8414 6
5121 8
5786 3
8248 6
1791 4
7211 2
196 5
5955 6
2533 6
1187 2
379 4
334 8
1883 8
9081 5
3692 8
7342 5
7631 7
3529 6
5090 4
1878 6
2295 9
7500 1
3876 9
6700 3
7155 9
968 9
4498 4
9663 3
9147 8
6772 8
2703 8
1519 4
383 2
9047 6
6252 1
1123 2
5008 6
2214 4
8763 1
5797 9
4913 4
9676 6
4625 8
3172 6
3550 9
4255 9
1435 1
3117 5
6813 8
9086 8
1962 4
7490 2
9653 2
9240 3
5299 1
3072 5
5162 6
9477 9
128 1
5705 5
2980 9
4392 3
5347 1
7061 1
5234 5
5149 5
9467 8
321 6
4091 3
9114 7
6276 7
7044 4
2362 5
6079 6
1323 8
1003 3
3735 5
8472 1
8646 6
4724 5
3416 9
2481 7
4542 4
4793 9
7820 1
5357 3
9342 5
6992 7
9647 7
9799 9
6744 1
6602 9
106 7
3509 8
491 2
2394 6
4780 4
4847 5
5538 9
5272 2
3033 1
2815 9
8327 5
4229 4
6447 4
1279 2
4073 8
5437 6
3316 8
819 5
2861 8
9530 7
5456 3
8429 8
9444 1
1607 8
520 3
8834 9
3597 7
5036 4
3351 5
3543 8
8500 2
7517 6
8220 5
3760 7
3800 3
5952 3
6747 3
1872 4
3586 1
8383 7
5245 6
8608 2
5284 2
804 3
1292 7
8653 2
8131 6
4806 2
9829 9
5556 6
2188 8
194 2
8029 7
1686 9
1499 9
9031 1
1540 7
2196 8
2801 1
7498 2
3891 9
9530 3
9642 4
8679 8
5638 4
6072 1
4236 6
4234 7
2903 4
724 8
9771 8
5699 2
5156 9
3056 7
899 9
4067 1
3141 4
6062 5
1419 9
680 1
2510 1
6666 1
8850 7
951 2
7211 6
8379 9
9300 5
3395 4
5444 4
9419 2
3663 9
3847 4
1016 1
8950 5
8990 5
7990 8
4793 7
3527 2
6952 8
2238 1
6630 5
5181 8
7468 2
3494 4
1723 3
7198 6
9216 9
885 5
6931 8
6115 9
6978 9
8567 7
3489 6
1801 6
4573 6
3275 3
4003 2
3365 1
5460 6
5900 4
7659 2
8083 2
9204 7
3039 5
3862 2
3644 9
2092 9
2641 4
9182 1
6051 6
23 6
4260 4
3984 7
7258 9
8630 4
2124 4
4200 8
1424 3
3285 1
209 6
3090 3
1226 7
2843 1
7791 3
8608 3
4298 1
3899 4
4477 2
7309 1
3385 6
337 4
3170 5
8193 3
9853 8
9083 2
3911 9
3146 2
4378 1
9820 2
9414 2
3584 2
8761 8
9526 2
2318 3
2978 4
5440 5
4767 6
8069 1
2070 9
1945 1
7301 2
3975 1
5422 9
5759 5
3855 9
1642 9
6170 1
6084 6
3166 6
8539 5
7229 6
7613 3
5285 4
4819 8
8816 2
5010 6
399 8
6392 5
4143 1
2231 1
1828 4
2455 2
1175 4
3640 8
4857 3
4183 4
7250 5
2547 1
1774 3
4973 5
3996 7
4863 9
1720 8
8682 4
508 6
8232 1
8057 6
7736 9
7835 6
5467 3
140 1
6440 5
442 8
9299 4
8122 5
8790 9
4644 8
1925 4
4317 6
169 8
6047 8
7312 8
1344 4
932 3
5194 7
7345 8
6235 5
8902 3
2388 6
6771 5
2642 9
1013 7
3281 2
9691 9
1674 9
1343 8
300 8
4851 5
4884 3
2010 1
8580 1
4110 3
2050 4
4321 4
169 6
3904 1
3351 3
8121 1
6646 5
2947 7
9042 8
6712 2
3282 1
8088 8
908 4
1418 3
5251 2
1209 2
4158 1
6983 1
2146 9
7478 5
6777 5
3836 7
4870 8
4779 1
6985 6
6655 7
8648 5
5773 2
3212 8
907 3
1967 9
4467 1
6320 9
7911 6
5519 3
9409 1
2929 3
9860 4
7453 6
617 4
9010 7
1348 2
6655 3
1221 5
5044 9
4613 9
5830 5
3595 7
2948 1
7107 2
1338 4
9306 6
4233 9
6859 6
9198 2
4445 5
9965 9
5337 4
3498 3
8166 1
368 2
2889 1
2927 7
945 3
1290 8
6327 2
9656 3
1493 7
271 4
1288 6
145 9
7791 9
6481 9
6675 2
6682 8
1598 8
7202 1
7807 4
3155 6
3357 4
6836 9
1216 9
5788 1
1660 2
4304 9
4960 1
9383 5
241 3
1070 1
2354 8
7147 3
1432 7
8914 8
7600 6
3463 7
5833 6
191 9
4746 1
1348 5
6017 7
4560 6
4213 2
627 7
1396 3
3968 2
5381 2
9854 6
9319 6
6819 4
4385 5
9725 4
2526 4
8636 9
2691 2
2899 1
7394 9
6591 2
620 5
1269 5
4690 2
1265 3
5531 7
3137 7
9162 2
2184 7
4908 3
3436 5
3331 7
2880 3
4359 2
8524 9
7944 5
4784 6
2623 5
4807 7
6086 8
7226 6
3004 8
9520 9
9982 8
8489 7
1773 1
9336 2
1287 6
13 6
5683 4
4395 5
1933 1
9757 6
91 3
9480 6
5814 1
1845 2
4294 3
5516 2
3881 1
115 3
8025 5
1152 8
986 3
5867 3
5449 3
9375 2
1746 8
380 5
2823 2
8135 9
7002 6
9056 9
8593 6
933 5
1059 2
485 6
5153 8
8708 3
5463 8
783 8
8035 6
2551 8
6567 6
5402 5
5168 7
3588 8
6538 3
9215 3
2840 7
4151 5
8348 2
6517 9
3463 5
5607 6
551 8
3081 6
6358 6
5356 5
5076 3
3800 7
6999 5
3881 7
7261 8
6784 8
7718 4
7369 9
2638 3
7604 2
848 4
2097 2
1814 9
2179 4
5173 7
939 2
3083 5
2582 8
9427 8
922 5
2594 8
310 2
1873 8
5656 3
3125 2
9866 1
6830 3
3272 3
8401 1
7439 8
7930 2
6656 7
8126 7
238 6
4825 3
1399 2
2872 3
383 6
3529 7
8010 9
1106 7
5496 8
7832 4
3458 1
1422 5
7873 9
4711 5
788 4
1631 8
8663 3
9873 1
9223 8
7076 1
7444 1
4722 1
3699 9
2556 1
9529 1
4258 5
5818 2
7986 6
2002 5
7091 3
8630 4
7777 3
5730 6
314 8
5599 1
7677 5
5122 1
7631 1
9048 6
8018 2
3848 3
8565 4
7779 7
6234 1
3921 8
8200 3
4071 8
7635 4
5998 3
9720 5
9721 4
6647 4
5450 1
1713 4
4044 9
8146 7
1232 3
8123 2
4146 2
7630 4
3380 8
8454 7
186 2
8175 2
5962 8
9894 2
9368 2
2194 1
1863 1
743 4
9226 6
644 3
7683 1
4357 5
4490 3
480 4
8804 6
9422 4
1552 1
9035 2
429 6
7282 9
8459 2
4961 8
974 9
152 4
2717 2
7055 9
6658 1
5949 8
8773 2
9929 6
4815 5
1781 4
7874 3
2081 3
2602 6
217 5
6699 5
6155 7
5438 8
4563 7
130 9
5160 7
6070 5
1109 8
1017 1
3933 1
2979 1
5137 2
6851 8
5739 6
8546 8
8752 9
1157 8
8727 3
2392 1
40 1
3012 8
2848 1
730 4
8701 8
1238 2
6611 7
604 8
236 2
3291 6
8072 2
9743 9
980 4
3108 5
1115 5
4975 3
543 7
9335 4
9980 7
6928 3
8550 4
2216 5
2124 1
6767 7
113 7
4566 9
2793 3
7266 4
9236 9
8334 8
3739 7
6765 6
3517 2
9472 7
9761 7
4069 1
3111 7
5393 3
6318 2
1709 6
3881 8
5969 6
7040 9
2436 3
5570 4
7762 1
7522 3
4510 3
1208 6
8956 1
987 4
5634 6
9606 6
3404 4
665 7
764 6
7603 4
7317 1
926 3
6313 9
4578 2
251 2
8125 9
5035 3
6454 4
4146 4
9958 2
8825 2
5031 4
4813 6
7632 9
1482 4
8831 9
324 4
5547 2
9229 8
8317 4
9242 4
4089 3
8950 3
8364 2
6061 5
4906 1
2993 9
1509 7
5445 7
8673 8
8928 1
7739 2
3489 2
7755 6
938 1
4094 1
5003 9
6939 5
7995 3
3705 8
5889 9
2576 4
8985 7
3093 2
2678 1
5789 1
8634 3
1378 1
4191 5
9842 3
3112 1
1924 8
5683 5
1467 5
1943 6
9393 3
8351 8
2340 7
5648 6
6114 5
6775 8
7018 1
7541 4
3000 6
9881 3
5867 3
6468 4
5915 5
4406 7
4092 4
4703 3
8116 9
9452 3
1320 4
5502 7
512 1
2444 6
9788 3
9642 9
4894 1
3279 9
9326 1
4245 9
9708 2
8589 5
2151 9
6750 3
4967 3
5188 5
3953 9
2710 4
7027 6
7811 1
3048 2
302 6
3928 3
2572 5
3375 5
5260 3
9248 9
7722 3
6163 8
7746 9
2233 5
3349 6
7106 9
4241 7
3157 9
1391 2
401 3
4917 9
7324 8
1378 6
4383 2
3930 1
7307 8
8181 5
9016 7
7762 8
5520 9
4259 1
2920 5
7913 5
4260 4
2385 7
5607 1
2280 6
753 4
8656 6
3142 3
5481 5
6514 7
4643 1
9534 5
6177 8
9900 5
6738 1
471 2
3292 7
3571 5
5383 1
8187 8
7754 2
2462 3
4696 4
243 2
3540 4
265 2
3059 4
1920 2
2843 1
7674 8
6328 7
8004 6
5171 3
2557 6
6088 4
3183 5
2663 3
6568 8
5203 8
8909 5
4618 3
9433 5
6825 5
7959 3
2114 5
6443 9
3757 5
2100 8
2498 1
957 5
9970 9
6930 3
9340 9
857 8
5938 6
9436 3
938 1
2701 6
8281 7
7807 4
2088 3
1750 2
3486 3
7590 8
5185 5
8238 2
9787 3
6422 2
6222 4
8671 5
1420 3
2500 6
8656 3
4756 3
2 9
3432 9
9349 4
6158 7
7606 1
5668 9
4432 3
9429 1
8641 8
3870 6
5026 2
8136 4
3009 3
8563 7
2395 4
4664 2
5128 4
896 1
5148 8
7963 4
2916 4
8095 1
7173 5
6374 3
4469 9
8748 1
8908 2
4762 8
2215 6
7420 8
3485 9
8240 1
6679 7
3050 4
9761 5
9742 1
1033 4
2871 9
6178 2
3308 3
3011 1
1696 8
5133 2
9582 2
647 8
6906 8
6059 8
1151 5
6209 2
1830 2
8423 8
197 8
7154 6
5123 9
8368 7
8205 4
6447 3
5982 7
2524 7
1688 4
3796 8
9188 1
7402 5
9256 3
2997 8
6380 1
728 1
7120 3
6049 1
6918 1
8699 8
1408 7
378 7
1501 7
2557 1
2099 6
864 9
611 2
1941 1
3894 1
2862 1
9778 4
9021 1
7945 5
2922 8
322 1
913 6
5357 4
8156 8
6904 2
7611 8
8765 5
5395 7
7294 9
7850 7
4936 6
8323 9
3050 1
960 1
4687 3
6526 4
463 3
1369 9
3311 8
3205 7
3155 4
5068 1
863 9
4612 6
9646 8
1808 4
2789 3
9609 5
8980 2
5816 4
9551 6
2470 2
5477 5
574 7
4348 6
7811 3
240 3
2396 7
9574 4
2786 3
313 1
3926 3
661 4
6464 9
691 7
3194 1
689 8
1190 9
6124 5
1807 6
2525 8
5053 8
7815 3
9281 5
4570 8
657 4
5591 8
4231 3
2697 2
6665 5
645 3
64 5
6734 1
6874 1
6257 4
59 4
2727 2
6678 8
6793 9
6495 9
6783 4
7295 7
4049 7
9645 8
976 3
6124 7
1518 3
3530 8
3894 9
3268 5
384 7
7217 9
3868 8
874 6
5831 3
339 1
3968 4
1344 9
5878 4
5490 7
9915 5
3782 7
4629 7
8449 7
840 7
6098 7
8453 2
8648 2
7861 3
8611 1
1067 7
730 1
1496 2
9839 7
3452 7
2814 4
9364 2
3562 8
1491 3
8117 3
3940 7
9192 9
4624 3
4019 2
8769 6
560 1
8361 9
6758 8
7448 6
3830 8
6775 5
6391 8
6769 5
5976 3
5492 5
7777 2
333 8
7009 2
3630 9
5902 8
2042 8
9917 2
5417 4
1991 2
451 8
9187 3
1653 6
646 4
1094 1
9215 7
7123 3
5361 5
5830 4
7907 2
2834 5
934 8
4429 3
7364 1
8208 5
5525 4
8274 6
3196 5
5137 1
4179 8
7348 5
1714 1
4333 3
8719 5
8467 9
2519 8
4752 2
7331 8
5210 2
1793 6
3909 9
2600 6
623 6
3715 8
5613 2
9077 4
4642 5
4688 2
2340 9
1150 3
1899 4
4071 6
6127 6
2222 2
2880 5
2144 3
1641 8
8186 6
4147 5
9104 3
4575 5
1688 9
7595 1
1093 2
5051 1
3666 4
3555 8
9566 8
2852 4
297 7
6583 1
7358 7
410 7
938 4
4093 1
5020 2
9345 2
5914 3
2690 8
5058 7
1373 1
370 8
491 7
465 5
3761 4
1949 4
3617 3
9293 8
3900 7
6700 3
8151 1
7612 8
1374 3
7703 3
4796 3
3281 4
1711 4
2840 5
5397 3
6536 8
6454 9
7040 8
4581 9
4553 1
2221 7
4816 4
8584 2
9442 6
6612 8
8901 7
8750 7
3726 6
2790 8
7235 9
2547 1
2790 1
433 8
1524 5
2490 8
7034 5
3680 3
4579 4
9961 7
6591 6
4345 8
2757 5
7805 8
2159 6
7505 2
1108 6
1651 5
7294 8
6921 1
240 3
8322 9
4498 2
5855 1
5887 3
9822 4
943 8
1583 9
1499 9
1707 9
225 4
5580 6
7726 6
473 6
553 1
6181 4
7413 2
5799 2
5738 2
1294 9
3467 5
170 6
669 6
6699 3
8770 8
4101 3
1619 1
3334 9
2994 6
6684 2
5826 8
1051 6
3456 1
7806 7
9628 2
395 7
5761 3
2447 2
3984 4
5052 7
1980 3
2124 2
9527 6
1465 5
76 2
9896 1
7552 3
3003 3
2840 9
7195 9
612 2
7736 3
9686 8
35 6
6808 1
6073 2
6720 2
242 8
9360 3
4454 3
7413 8
9908 6
1853 2
7935 1
9445 2
4677 4
6380 2
6992 7
9269 7
2615 6
7851 2
259 7
9461 9
4861 3
4445 1
7728 2
9051 9
9133 7
6351 3
4669 3
8017 5
6886 2
6508 4
3114 8
3674 7
2690 1
8083 5
657 8
8224 7
1583 7
3012 1
8778 9
3497 6
4086 5
7342 1
1646 3
5734 8
7018 1
6862 2
5075 9
3902 2
8729 5
9125 8
8001 1
4796 1
5571 5
1301 1
448 9
1502 1
6923 9
1852 7
6703 7
4087 4
4579 8
7378 8
5874 5
818 2
3210 7
5757 6
9586 2
351 3
3181 9
9904 8
4857 8
5994 9
7595 5
8685 7
1187 4
5157 1
662 7
8328 7
5103 6
5217 8
2782 2
4 5
8978 5
1538 4
444 3
277 1
9670 1
8319 4
199 5
2457 6
1511 3
433 3
8399 4
4907 2
8000 4
9489 1
405 5
5836 1
5394 6
8096 4
5474 4
6292 1
1736 4
1797 9
9231 7
5523 3
8238 9
7462 4
494 1
5600 4
5349 2
4401 8
2706 4
3954 6
2579 7
2606 1
4821 6
5311 7
5590 3
5584 8
6986 5
7872 3
1689 1
6516 7
9294 1
153 2
2731 9
1794 8
1437 5
6667 2
2431 2
81 9
8640 2
5563 7
9067 2
3631 9
6920 7
4505 9
3620 1
8680 7
1683 2
2096 7
7996 3
5020 3
4553 7
6352 2
5405 9
7006 7
5916 7
4980 8
8394 6
9209 9
2458 4
8303 7
9790 2
1287 6
4789 5
6970 8
4781 4
762 2
2854 4
3543 9
6941 1
7048 3
4343 6
7383 4
6068 1
9691 4
8198 4
2502 5
9481 2
7826 1
871 7
1158 3
7852 4
2383 9
6391 8
7433 2
183 5
3009 9
4752 7
2972 3
7766 6
4040 6
7492 9
2855 1
630 1
2072 4
5722 5
8670 1
7021 8
7313 2
2945 4
6183 6
3394 2
8094 9
9684 4
6720 5
1223 5
9704 3
283 9
8757 1
8697 8
3930 4
5504 6
4476 4
5742 4
8127 8
3627 6
7349 5
8652 3
8240 7
4312 1
9191 5
9468 7
135 2
9379 7
5446 4
3017 5
66 6
369 3
2704 2
7944 2
2012 6
9081 1
8860 8
1685 9
6504 5
4467 7
1251 8
9562 9
7440 2
2484 9
8495 3
5687 7
56 3
8707 5
4417 4
1820 8
5600 1
9972 4
9200 9
46 8
2854 6
4422 1
2591 6
9167 5
8979 4
6001 2
5854 4
3945 3
5077 5
8001 3
964 8
4888 4
9831 7
7304 5
9767 2
6841 7
4575 1
1796 8
4198 4
1891 3
7821 6
2966 3
5014 4
1257 6
5439 1
1271 5
3828 4
9366 2
8648 2
8219 3
6567 9
1444 1
6284 7
6129 1
4707 5
8386 7
2272 1
8123 5
7996 5
8217 2
6353 1
4849 1
921 5
8411 2
1276 8
2517 8
1047 7
9759 5
7929 7
7722 2
9392 2
1005 8
3190 8
9284 9
8545 9
3000 5
7368 9
5881 8
7045 3
3757 3
6979 3
1974 6
8380 3
7717 8
4292 3
8687 3
51 4
5076 1
8625 6
1894 1
7943 5
52 9
2220 4
2315 4
2579 5
88 1
5791 2
3531 9
302 5
9070 4
8569 7
9584 6
4132 4
5945 4
926 6
7523 9
6490 1
3589 9
6158 9
3648 6
1892 8
1417 3
7462 5
4742 1
4129 1
6668 1
7805 7
4913 8
1023 6
5908 2
916 7
8164 4
1634 5
8637 8
7611 4
1282 4
5862 6
9305 1
7057 6
3245 1
8296 8
1054 8
3003 8
8562 5
4509 8
3117 6
475 2
4695 9
4168 5
9423 4
8815 4
4576 8
8179 9
6898 8
2058 6
2190 2
1139 4
238 8
5581 2
9065 8
8857 5
8370 4
9751 9
100 6
4775 3
986 5
7082 5
5221 1
6941 2
7271 9
982 8
1922 9
601 9
7231 6
6878 4
1033 8
3556 6
3967 9
9945 1
9706 7
7623 4
2150 3
9760 4
8596 4
7666 7
7898 9
3625 4
2907 3
4342 2
4323 8
3985 4
8282 4
7467 1
3607 3
6586 7
693 9
8864 8
3828 5
3392 1
7074 2
6035 8
4264 1
1680 9
2719 3
4964 9
1075 8
2746 9
1788 6
7290 1
6595 8
3344 6
651 2
1697 2
4561 4
2340 3
7939 1
6305 7
6618 8
3766 1
9794 7
5901 5
6807 3
7033 7
3079 5
3808 1
3341 6
5996 4
9913 6
5069 3
1029 6
8083 9
5450 2
8029 5
474 6
2281 2
6927 8
5008 2
7047 1
2379 7
4649 2
391 2
903 1
7105 9
4963 2
9695 2
2425 4
3358 4
3055 9
2931 8
2672 8
7435 2
8273 7
7037 4
2947 7
2283 2
9406 7
4008 1
6332 4
7749 4
1681 2
149 8
1988 8
7218 8
9502 6
7452 5
880 2
7699 7
2188 3
2233 1
3021 8
7811 8
8763 1
2518 6
3 3
5836 2
1419 5
2523 6
7321 7
8566 3
4239 4
5440 9
5402 3
6278 6
3685 8
6280 4
8720 3
307 6
2837 5
9606 7
6564 3
1548 1
1452 3
1788 6
1619 5
2461 9
9614 2
2413 1
5865 2
936 9
9237 3
9470 4
5704 1
5983 8
736 2
3441 8
7530 4
293 1
626 7
5527 9
7090 5
7835 6
8831 8
1877 3
9513 6
665 2
7086 3
4668 9
7877 9
6762 8
9077 4
2583 1
5068 5
3144 8
85 8
3084 7
18 2
9273 3
123 6
8184 5
534 6
5729 9
9144 1
3079 4
91 8
2212 6
7910 3
9000 1
9737 1
5390 1
1388 3
9897 2
4896 6
9252 8
30 6
5263 1
6619 8
4903 6
6558 8
4795 6
829 4
4418 1
2774 7
5221 5
707 7
196 9
4252 6
9748 9
1981 5
4058 9
6701 7
9603 8
6510 6
7020 8
4210 3
4956 6
7201 2
9474 2
6458 7
2243 6
7170 9
1890 5
1404 3
5906 3
7645 9
7976 7
9448 1
3859 1
6685 6
4321 2
2433 3
6202 6
8015 8
2775 6
5227 7
347 6
6839 5
1319 1
2721 8
9452 3
9300 3
4261 5
6286 1
949 9
6544 6
6137 9
9579 3
4764 4
7256 2
3615 3
2718 2
7960 3
7221 3
6877 9
1488 5
1532 9
1650 3
2371 4
6296 8
7735 2
67 5
5625 6
2023 6
2921 1
4283 1
1647 9
3845 2
5498 4
9383 4
2249 7
6326 1
7794 1
2176 1
3894 6
7753 6
7933 5
190 7
990 1
6631 8
3911 3
4135 9
5936 7
50 1
8058 6
6901 4
8777 5
5131 5
3494 5
4076 4
7608 9
117 3
4007 2
6870 7
5592 8
9706 1
3995 4
242 1
5838 5
2263 7
936 6
8577 1
7918 5
5627 2
8105 8
1191 5
5289 6
7963 9
6117 9
3815 7
6079 6
5078 4
8603 3
4752 3
3754 9
1730 2
6026 1
7601 3
9583 2
6988 4
8058 2
6645 7
990 3
47 6
6915 1
243 8
6419 6
7750 6
6626 4
2853 7
4795 3
4688 1
8173 8
420 2
1559 8
6358 2
104 5
1483 7
759 5
5796 7
6495 7
1824 8
734 6
1531 1
8265 8
8707 3
495 7
2284 9
4283 3
1117 2
925 8
57 3
6868 3
8991 2
628 4
5563 3
4596 1
2472 2
3900 6
846 8
1979 1
8339 7
3361 3
9185 6
5057 2
7831 1
2791 6
1849 8
6640 7
9730 1
3836 5
4768 7
4410 9
5978 5
7249 9
2574 5
3102 2
5461 5
8358 1
1010 5
8317 1
2298 3
5965 7
5329 5
7274 7
2790 1
3991 6
8082 9
9311 8
1056 7
2817 1
4259 7
5277 9
5917 5
317 6
6137 9
4314 9
8591 6
3860 5
8937 1
3869 8
3050 3
309 8
2889 3
7084 2
5081 4
4146 7
3343 4
2417 8
1023 5
5852 4
8105 4
7796 4
4748 1
5318 3
2267 1
4335 2
4030 8
6930 1
731 3
3251 7
3316 9
6072 3
3814 8
3263 9
7933 8
7325 6
7504 4
3143 6
4314 2
5685 5
7639 8
8969 2
9737 7
7078 2
4773 7
9870 3
9546 8
5819 7
1728 4
4711 4
7050 3
6172 8
174 7
3368 5
2993 2
4398 6
9072 1
7866 3
7927 6
565 5
297 8
2384 9
7611 9
9418 3
9497 3
8160 3
3520 6
5928 7
5253 3
9723 2
3793 8
4184 6
2572 2
2129 2
6893 6
7859 8
739 6
9804 3
7751 3
9978 5
5917 1
201 6
6671 2
2544 4
4797 5
1844 1
7207 6
3354 2
7609 5
8471 8
8935 1
4649 3
73 6
6308 2
6680 7
1377 9
6612 7
1195 3
1543 8
9818 4
4483 3
8621 3
2377 4
8260 1
