mbr+ god plt
3523 1997 1096
9457 1994 3214
9085 1994 1800
5006 2002 1819
5245 1999 2859
4975 1998 1425
9587 1993 4253
4094 2003 2489
3774 1995 1185
8805 1992 1565
9399 1993 1166
6564 1999 1082
9432 1996 2710
6471 1990 2671
5092 1997 2319
3766 1998 2036
6612 1999 1304
4288 1999 4778
5488 1993 1573
6839 1994 2388
7115 2002 2790
5151 1990 2750
5754 2002 1244
6301 1991 4653
3511 2000 4555
8924 1997 3450
5326 2002 1815
9586 2001 3542
7857 2003 3400
7213 1999 1268
4971 2002 1194
8056 1993 3478
8315 1996 1849
9660 1996 3042
5193 1996 3523
7061 1998 4141
3310 2003 2219
6831 1994 1302
5625 1995 3419
8553 1993 3359
9335 2001 2065
8041 1994 2049
3798 1991 4446
4028 1997 3000
4410 1992 2193
5326 1991 2709
7659 1995 2182
8908 1994 3845
5802 1995 2128
4807 2000 2571
7364 2000 1431
5915 2002 3895
9762 1993 3612
9511 2001 1417
8300 2000 2083
7304 1995 1211
8068 1999 2101
5679 1997 2582
6275 1991 4175
6104 2002 1688
6625 1994 1725
6623 2000 2076
4200 1996 2324
3190 1990 4428
6766 1995 4825
5372 2000 1021
6676 1993 4855
3034 2003 3404
8828 2001 4435
4634 1999 3210
7860 1994 2754
4583 1990 2943
9091 1998 2871
6567 1991 3826
7870 1995 1063
7938 1992 2107
7006 1992 2587
7907 1994 3311
9429 1996 2215
3684 1992 3692
7990 1993 3302
5406 1997 3102
3562 2002 1224
9959 1997 3384
8117 2001 3981
7374 1996 1544
4183 1998 4273
9094 1999 3066
8422 1997 2242
4518 2003 3518
4046 1991 2805
9842 2003 3092
9826 1998 4888
8432 1993 2899
9593 1996 2798
7089 1993 4486
9692 2003 2608
5721 2000 2836
5976 1993 2908
9234 2003 1516
6100 1997 3247
8513 1998 3739
8604 2000 3063
4631 2003 3383
3750 1991 4036
9030 2003 1543
4729 1990 2987
4898 1997 3299
5246 2000 1878
3074 2002 2030
7842 1995 4913
3431 1994 3549
7763 1991 4662
6204 2000 1759
9585 1995 4267
4362 1995 3890
9223 1990 1816
4349 2003 1529
7691 1997 1119
9638 1994 1814
6707 1998 4432
7017 1992 2395
9617 2003 2831
7073 1994 3406
7945 1996 2455
9044 1991 3647
7021 2002 1569
3390 1991 3166
5340 2003 2704
3910 1993 2085
7542 1991 4719
4095 1990 1758
8344 1995 2173
8744 2002 2561
6580 1994 2130
5973 2001 2080
6206 2001 1235
3968 2000 1883
3079 2003 2678
7496 1999 4053
7916 1998 4588
8027 2003 2125
7905 1998 4397
9024 2001 3993
5197 1995 2552
6434 1997 2245
6977 1992 3607
4921 2000 2913
5247 2000 3409
6441 1994 4201
3190 2002 3094
9550 1997 2633
7026 2001 4233
3796 2003 2356
4050 2001 3461
3684 1997 4772
3538 2000 3465
7160 1995 1488
3027 1995 3909
9544 1993 1419
9353 1992 3679
7974 1990 4973
4700 2003 2672
9151 1995 1847
9562 1990 1932
3517 1997 4887
6502 1992 1576
9045 1997 1249
8246 1993 3619
7853 1991 4880
5406 1996 1207
8600 1991 1487
7252 1994 4569
9414 2002 3893
5759 1993 2271
8917 2003 3409
6222 1998 4572
6714 2001 4676
4475 1998 3983
4185 1992 3333
4651 2003 1836
7231 2002 4645
6391 1990 1253
6777 1991 4678
7010 1992 3093
3954 1999 2439
7072 1990 2523
9039 2003 1268
5583 1990 3021
7117 1996 1267
8351 1994 1264
8811 2001 3282
5236 1998 2017
7567 1998 4205
4827 1994 1247
8205 1991 2259
9892 1996 4383
8164 1995 2539
7125 1994 1554
9913 1991 3373
9155 1997 4126
6366 1994 3161
5986 1996 4587
8308 1995 3110
9971 1996 3991
8145 2003 4412
9082 1999 4823
6076 2002 3960
8978 1996 3940
3066 2000 2092
9576 1991 3183
8876 1992 2079
9126 1993 2690
9942 1999 1221
5804 2000 1348
9656 2002 4875
6814 1993 3255
6086 1996 4743
7899 2000 4047
4205 1995 2786
6855 2000 4062
4606 2003 1274
5978 1997 2887
3460 1990 3623
9610 1991 1594
6009 1996 3286
5123 2003 3890
8783 1997 3887
4735 1994 3824
7689 2003 2239
4980 2003 2177
3894 1993 1345
5449 1993 2964
3194 1996 4782
3409 1993 2027
5980 1990 2268
8131 2000 2075
4017 1998 2618
8579 2001 4874
9622 2002 3398
8378 1996 2853
7928 1993 1474
7682 1995 4017
6204 1997 4830
4020 2001 2335
4121 2003 1929
6715 1993 3468
4502 1991 1244
7688 2001 3378
5119 1993 3610
8262 1992 1171
9627 1996 1426
9563 1999 1150
4367 1997 4952
8213 1991 3267
4617 1997 1584
9818 1993 3092
4710 1992 1216
3979 1997 3781
7317 1998 3586
4643 1993 3415
8978 1994 1552
9273 2002 2052
9783 1990 1925
6765 1992 2037
6225 1994 4848
6145 1996 3293
6722 1998 3109
7844 1998 2282
6952 1996 1279
4859 1993 1991
4166 2002 3536
7189 1995 3221
8893 1991 2434
4635 1997 2826
4121 2000 2753
7951 1994 2427
3619 1999 4540
7346 1992 1932
8494 1997 4808
4955 1998 1480
9868 2003 2506
8130 1995 4363
3313 2000 1309
4209 1991 3019
5517 1993 3157
6940 1992 3282
3412 1997 1435
8628 1991 3220
8384 1991 3749
9553 2000 2177
6928 1995 3885
9324 2000 1894
6107 1992 4423
4378 1999 4221
7570 2000 4773
5221 1995 1869
6988 2003 2071
3931 1990 4595
4301 1991 4476
4645 1994 3599
7879 2000 1266
9757 1995 3459
5768 1994 2545
5459 1998 2709
4543 2002 3825
3589 1995 3172
6182 2001 1887
8056 1999 2427
9569 1996 4239
4570 1999 1760
3642 1994 4812
3988 1997 1408
7848 2003 4268
8898 2000 4983
7139 2000 1835
8456 1993 1447
3052 1999 3385
4474 1996 3920
6490 1990 4285
9735 1998 1857
8455 1993 1450
5512 2000 3861
6266 1996 2681
8726 1994 1059
8584 1998 1757
6464 1995 4516
9410 1997 2755
7155 2000 3000
8068 2003 1957
9532 1998 2604
9484 1990 2793
4042 2003 4508
6562 2000 4105
9522 1997 2158
9845 2003 4978
5663 1998 4499
9196 2002 2326
3535 2003 3949
5855 1999 3605
4171 2003 2498
6865 1996 2636
3111 1998 4571
6854 1997 4536
8692 1995 3242
8701 1992 2588
8636 1991 1901
3172 1996 3558
9332 2000 4921
3362 1997 3843
5267 1996 1927
9939 1998 2248
3878 1994 3940
8624 2002 2956
7632 2003 1427
5413 1994 2040
4003 1996 3682
7583 1991 4800
8449 2000 3554
9943 2002 1374
6208 2000 3859
5148 1994 4735
7384 1991 3302
8854 2002 3103
7218 1994 1951
8229 2000 1489
3245 2002 4192
3193 1993 2331
8768 1998 4807
9501 1997 4458
7892 1999 3995
8294 1997 3374
9482 1997 4438
9882 1992 2959
7451 1997 1130
4240 1993 3546
3536 1993 2041
3314 2000 2238
9440 1994 4952
5749 1994 1356
4986 2002 1444
6127 1998 4616
9115 1990 2803
5344 1995 3298
5905 2000 1024
5293 1992 2524
9279 2003 3672
3876 1995 2607
4719 1994 1402
4316 1991 3280
6988 2003 4943
7096 2003 2321
5435 1994 2807
7264 2001 3625
5908 1994 2222
3424 1995 1315
3713 1998 4019
5174 1992 2464
8861 2003 2537
8735 1995 3657
8465 1992 1191
7646 1995 2934
5004 1992 3870
6559 2002 3133
9436 1999 2682
5253 1997 4140
5598 1991 1628
5981 2000 4110
7784 1996 3294
4397 1993 3170
8719 1999 1819
6287 1990 2543
5073 2001 2441
9008 1995 1533
6807 1999 4329
8069 1998 1454
6704 1998 3027
7846 1994 3247
5721 1994 2385
9366 2003 4852
3605 2003 3956
6664 1998 3634
9907 1999 3775
4902 1990 1548
3752 1996 4850
4963 2002 1457
4522 1995 2839
6253 1992 1781
3690 2000 2518
3812 2003 1227
9046 1993 3974
3903 1997 2370
5682 1994 1194
7002 1991 4222
5919 1999 2145
7212 1999 3748
6417 2002 2443
4182 1994 1669
7359 1995 4637
5085 1999 1619
4417 1993 2984
9534 2002 4905
5769 1997 4251
4249 1997 4804
3982 1990 4614
5029 1992 2377
6385 1994 3671
9965 2002 3387
3752 1996 4322
7665 2000 4744
9946 2001 4323
5599 2001 1228
9074 2002 2342
5477 1994 4756
9360 2002 3997
8842 1996 1372
7655 1992 3746
6827 1996 4844
8534 1993 1021
8551 1996 1116
9346 1992 4726
4766 1995 2122
7471 1998 4639
3440 1998 3497
5414 2003 1788
6451 1994 4578
8135 2000 3644
9279 1993 4493
3424 1997 4292
8975 1993 1933
9312 1995 2997
3895 1998 4710
9900 1990 4093
7882 2001 3731
6033 1994 4854
5500 2001 2581
6283 1993 2120
5208 2001 2132
3863 1998 2544
7824 1994 1135
8855 2000 4286
5887 1999 3140
6353 1990 1796
9386 1992 4907
9822 2003 3107
7879 2003 3451
7242 2000 1853
6010 1990 4725
4764 1996 1294
7772 1996 3471
3220 2001 4061
5454 1995 2355
8228 1995 1410
8283 1994 4984
8349 1990 2336
5818 1996 3792
8953 1993 1930
6976 1990 4948
6182 2000 4485
5491 1999 1290
8520 2000 3178
5634 1991 2307
4240 1990 3400
8999 1994 1497
8679 1994 1013
9118 1998 2419
5253 1992 3045
3960 1997 1956
5142 2002 3481
4935 1995 1630
8665 1994 3203
8446 1997 2415
4204 2002 2030
4786 1998 1481
4754 1999 3878
5134 2000 2404
6139 1992 4163
9677 1996 4169
6958 1990 1920
7667 2000 1551
7969 1991 1355
6999 1997 2025
6653 1992 1366
6682 1991 4899
3843 1996 4495
8795 2000 1181
9897 1990 1244
7043 1995 1115
3817 1993 1827
8189 2001 1064
3475 1991 4269
5774 2000 1638
6103 1994 4270
7542 1990 2256
4768 1991 4125
8455 2003 4546
6793 1999 4837
8295 2000 3858
8889 1993 2346
5501 2001 3744
5986 2000 4894
6794 1993 1298
8372 1993 2855
7151 1999 2117
6841 1991 1403
5053 1990 3455
8863 1993 1976
5951 1998 1555
5442 2003 3091
4973 2003 1326
4478 1996 3343
9258 2000 4503
3701 2001 1217
9657 1997 1472
3112 1995 4389
7313 1994 2541
7974 1996 2575
5405 2002 2452
4736 2000 1224
9957 1992 4311
6682 1991 3445
7536 2002 2371
8826 1990 3587
6945 1993 1467
8348 2000 4518
5586 1990 2533
7253 2001 2767
6920 1994 2479
3573 1994 2884
9041 1992 3294
7707 1990 4724
6429 1991 3407
3972 1990 1036
7507 1994 2400
4193 1990 2896
6314 1992 3038
7952 1998 3225
5296 1992 2358
3656 1997 2442
5800 1996 3123
8676 2000 1665
9583 1991 2436
7154 2002 2106
9318 1997 1480
4097 1994 2097
4109 1992 3900
9479 1994 1384
4788 1994 3592
5686 1997 2050
6273 2001 1361
3147 2003 3506
3088 1993 1005
9289 2000 3930
4820 1990 2989
6585 1991 2718
6934 1999 1241
9689 1990 1004
9408 1994 3857
3859 2000 1587
4658 1992 1328
4142 1996 1703
4888 2003 4025
5251 2001 3542
7105 1998 3298
4925 2002 3535
4501 1996 2095
9983 1997 1830
8996 2001 4723
6084 1994 2711
4571 1997 2354
4561 2001 4208
8663 1993 4961
4861 2003 1458
8954 1991 2351
4904 1997 2615
4826 1994 1044
3673 1991 4917
9933 1996 4911
6758 1998 3328
6575 2001 3077
7962 1999 1427
3417 1993 3215
6925 1994 4355
7051 1997 1968
8933 1996 1993
7228 2002 1490
3436 1998 1492
3154 1999 2659
3935 1994 3512
5970 2003 4546
9429 1991 1011
4507 1995 3569
6627 1994 4982
9973 1998 2726
7985 1994 4996
8694 2002 2791
6123 1995 3638
8927 1991 3587
4879 1990 3525
5747 1999 3724
4832 1991 2325
4702 1996 2873
3284 1997 2840
7600 1997 3032
4897 2002 1701
8494 1999 1547
4463 2003 4795
8825 1990 1801
5993 2003 2165
3242 1993 1453
4219 1997 3291
7596 1990 1726
8188 1997 3884
4458 1995 1989
8002 1997 4472
5382 1990 2996
7552 1990 1709
7950 1995 1441
5240 1996 1228
6951 2002 1794
7640 1997 3507
9348 2002 2443
3008 1991 4277
6544 1994 1163
3129 1991 3707
7238 2001 4422
9753 1998 4386
7812 2001 2852
7341 1994 3292
3565 1992 4953
9936 1996 1150
8736 2002 4014
8470 1995 1114
8294 1991 4791
8402 1994 4026
6412 1991 4993
5789 1994 2040
4840 1992 1953
3195 1993 3595
7431 1997 3980
6710 1993 4146
4544 1991 4762
8925 1995 4307
5159 2000 3749
4595 1994 2226
9222 2001 1754
9463 1995 2848
3484 1997 3015
8336 2000 3716
4222 1997 3807
8969 1995 3311
4497 1996 3700
3445 1993 2678
8632 1992 1009
4980 2001 3078
4581 2003 2877
3810 1993 4209
6918 1997 1124
6468 2000 4093
6628 2001 3395
6751 2002 4088
8656 2001 2076
7052 2000 3485
6804 1995 1780
3677 1999 1362
7672 2000 2454
8339 2001 4511
3904 2003 4686
4930 2002 3207
6437 1994 4242
5101 1994 3372
6078 1994 1008
4889 1995 3951
3272 2001 2346
8286 1991 4168
7658 1995 2127
5306 1997 1631
6048 1991 2900
6531 2000 2827
8250 2000 4581
3895 1995 4776
6544 2002 4785
8990 1990 4032
7034 2003 3734
7624 2002 2767
7492 1995 4429
3281 1998 3456
5640 1996 2984
7238 1996 3898
3260 1990 3583
4565 1996 4666
6054 1998 1670
7003 1995 2647
6609 1998 1705
6948 2002 1146
3866 1995 2153
9620 1998 2143
6303 2003 2154
9056 1998 1678
3658 1996 3737
7226 1999 3188
8819 2001 3257
3580 1997 3530
4993 1991 3761
3807 2000 2500
3240 1996 4643
7887 1995 1240
9522 1999 1207
5535 2001 4519
6659 2001 4381
4980 1993 1875
7588 1998 1152
9622 1990 4695
3274 2000 1194
3737 1997 4843
5233 2001 3668
3287 2000 4940
7638 2001 3435
3608 1997 2310
4049 1997 4264
8165 1992 4245
3836 2000 4962
6620 2003 3446
8629 1994 2095
6043 1991 1337
9107 1995 3669
3655 1999 3290
3033 2000 1573
9960 1996 3777
8197 2001 3103
4991 1992 1864
6688 1992 1030
5444 1995 4145
4805 1999 3713
6710 1995 3346
7710 1994 3109
9957 1996 4658
7167 1992 3724
9450 1990 1506
5364 2000 4607
7860 2001 4242
7243 1993 2436
9613 1991 4179
9493 1997 3460
9256 1990 1589
9648 1994 1031
9378 1996 1661
5941 1990 2473
6574 1995 3984
9375 1990 2612
3967 1994 4074
7530 2002 3411
7643 1995 2475
9644 1996 2208
8130 1994 4846
5647 2001 3577
9424 1999 1463
8935 1999 3712
9744 2000 4946
8733 1996 3493
7162 1997 4494
5907 2003 2985
4927 1990 1270
6783 1999 2715
4348 1990 3178
9859 1998 3425
8095 2001 2385
7404 1993 1163
9424 1995 2487
9021 2002 2020
5954 1998 1410
4843 1996 4898
4216 1992 1544
4744 1998 3447
9749 1995 4113
6386 1994 3109
3907 1990 1575
8117 1990 1870
5067 2002 2661
9844 1997 4844
5388 2003 1994
3682 1998 3634
7905 2001 4894
6207 1994 1661
7314 1999 1690
6627 1998 3768
8133 1992 3658
4193 1995 2993
8110 2002 1682
6741 1994 2996
4493 1995 1807
9510 2000 1289
4662 1994 4916
4368 1995 4754
4219 1997 1583
7747 1999 4537
9006 1993 1226
5596 2002 4665
3769 2000 4969
7274 2001 4565
5565 1996 1558
4582 1991 2187
9835 1998 3204
4161 1992 2348
5816 1995 4573
7256 1991 1699
9430 1996 2557
5654 1994 4916
7777 1999 3684
8423 1998 2999
6688 1990 3261
3833 1997 3822
4400 1998 4701
8213 2003 2411
4765 1997 4555
8838 1993 3470
6308 1996 4680
7308 1993 2880
8093 1997 4168
8167 2002 3172
3169 1990 1616
5211 2000 4043
8736 1994 4853
4317 2000 2457
5940 1994 1264
6481 1991 2607
6873 1990 1673
9211 2003 1052
9661 1995 3861
4688 1997 3518
7248 1999 3106
4448 2000 3733
4702 1990 3957
5427 2003 3984
9839 1994 4192
9534 1998 3883
3059 1991 2896
8255 1999 4645
5626 1999 1705
7371 1999 2117
8212 1993 3660
6362 1997 4960
9983 1990 2970
7897 2000 3245
9527 1992 2777
4496 1993 2973
4877 1991 1421
8165 1996 4404
6227 1996 3332
4948 2001 2117
5647 1994 4288
3478 2003 3021
6632 2002 2533
6430 1993 4028
3995 1998 2762
8189 1994 4880
6956 2002 3730
7045 2003 4808
3523 1995 2234
4856 1997 3101
6850 2000 2010
6806 1998 4139
9345 1999 2949
5878 2000 1782
5226 1992 1411
9582 1996 4781
8977 1998 3333
8999 1996 2397
6991 1993 4553
3582 2001 4301
6477 1991 4637
7300 1995 2779
5286 2003 4247
3558 1997 1850
7885 1996 1888
8254 1995 3742
4139 1999 2513
9428 1996 1921
9539 1995 2803
8495 1991 3015
8717 1998 2151
9445 1999 1822
7560 1996 3191
8234 1991 3647
9761 1995 4252
5047 1993 4255
7987 1997 3801
4006 1991 4474
9877 1995 1781
5082 1993 2875
4754 1998 1941
4047 1993 3112
6909 1992 2601
9560 1993 4648
4719 2003 1976
7610 2003 1724
6298 1999 3887
4412 1991 2180
4742 2003 2518
9845 2003 1695
6881 2001 4530
3049 1994 1064
8373 1992 3069
6397 2000 2538
5256 1998 4797
3520 1999 1334
4550 2001 4404
4972 1995 2196
9103 1994 2554
5354 2001 4205
5084 1991 3911
3592 1992 3129
4226 2000 1254
3047 1995 1892
3925 1997 2483
9198 1997 1589
8057 1993 3793
4739 1994 4588
3354 1996 1382
3616 1990 4505
3943 2001 1109
9970 2000 2035
3890 1999 3924
5376 1996 1094
3177 1992 4207
8113 1992 4668
6893 1993 2028
9402 1995 4690
6600 1994 1598
5620 1995 4592
5408 2002 3929
8161 1998 1526
5384 1990 1771
8968 2000 3532
6314 1990 4736
4867 1992 4441
3002 1992 1410
5898 1999 3565
9831 1996 2361
7198 1998 2628
9576 1994 1657
7330 1992 4990
8930 1993 1855
8339 1997 2726
4085 1994 4026
4169 1991 1967
6038 1998 1711
8585 2002 3809
6258 1990 4754
6430 2001 3294
3155 2001 1399
9576 1995 1069
8547 2001 4524
9041 1996 4797
5685 1999 2877
4992 1998 1245
4238 2003 3563
8710 1992 3663
5702 1993 4735
5075 2002 4736
8840 1997 4147
7629 1992 3920
5951 1998 2269
9823 1990 1142
3116 2001 3224
8624 1994 2394
9492 2002 1991
7852 1994 2369
7711 2000 2465
8765 1990 1122
7205 1998 3625
8397 1994 1720
4157 2002 4866
6243 1999 1806
9663 1990 1238
8007 1990 3853
5985 1992 4703
9689 1991 1556
5163 1991 3628
4770 1994 4146
7882 1999 2170
3566 1993 2070
4539 2002 2593
4907 2001 3966
9125 2001 1703
4268 2001 1853
8064 1996 4125
4777 2003 3714
8346 2000 2201
7761 1994 2927
5460 1997 3680
4384 1998 1463
9175 1992 2217
5330 2000 1376
8609 2002 3660
5381 1999 4859
3434 1998 4659
8832 1996 1097
9020 1997 4546
9859 1995 4882
7579 1998 4810
7034 1990 3980
3181 2000 3088
4145 2001 4562
5921 2003 4052
8499 1992 1912
5875 2000 1109
7107 1992 4355
5326 2001 3358
7439 2000 1426
4092 1991 1881
3822 2002 1411
5841 2001 2978
4885 1992 2698
9286 2003 4307
4678 1993 2477
7054 1997 4295
3079 1991 1274
8716 1995 4857
5313 2002 1695
8358 2002 4157
6530 1997 1374
5432 1991 4823
4361 1996 4628
3081 1992 1607
3388 1995 1280
9666 2003 3110
5585 2000 1636
3094 2002 1199
7022 1992 1878
5832 1990 2254
4593 1996 2711
4989 1997 2219
3456 1992 1200
7994 2000 1587
5075 1996 4355
9472 2002 4922
7648 1992 2680
9413 1993 4340
4605 1991 3990
5045 1992 4005
9508 2003 3522
3143 1998 4315
5891 2002 3151
6482 1990 3541
5360 1997 1772
6406 2002 1567
8566 1999 1291
8018 2000 1589
7335 1993 1580
5677 1995 1728
7250 1992 3022
8951 1994 1322
8532 1994 3714
4229 1996 4711
7641 1996 3560
7048 2000 4926
8053 1999 3578
5622 1999 2375
5126 2003 4106
7810 1990 1002
9606 1995 3020
5100 1993 2659
6526 2001 2214
9939 1994 3149
3885 2003 2462
4264 2003 2970
9259 2001 4336
5703 1994 1550
5878 2003 1172
8700 2002 1049
3503 1997 3781
3023 2003 4906
4715 1994 3104
5550 1999 2539
7204 1994 2894
9537 1997 2736
9214 2003 3590
9274 2003 1810
7016 1995 2759
3589 1992 2266
3783 1995 3026
8235 1993 2396
6544 1994 2276
4163 1997 1362
8915 2002 3295
3301 1992 3116
7855 2000 2528
3619 1994 4562
4459 1997 1804
7575 1999 3963
6460 1992 1372
5953 2003 1234
4373 1993 2134
5707 1996 3775
7658 1995 2992
5421 1990 4063
9821 2002 1863
3393 1998 2941
8492 1993 1374
6909 1999 4708
4133 1993 3264
3569 1996 3063
6744 1995 2133
9169 2000 1760
7495 1995 1101
8764 1999 1774
6955 1999 3878
8281 1998 4311
5295 1998 3246
3496 2000 2022
8357 1996 4884
3089 1995 2791
8328 2000 3411
9440 1992 3931
5115 1990 2611
3502 2002 4051
7651 2000 1543
8499 1991 1953
9489 1999 2409
9478 1999 4884
5969 1993 2407
3894 2000 4020
3740 1999 4494
3338 1991 2257
6459 1998 2254
8808 2000 2296
6913 2001 4178
9839 2000 1297
9281 2000 2995
3579 2002 2198
6717 1998 1278
3339 1997 4689
6762 1991 1613
4345 1995 3570
8029 1994 2943
3565 1994 3512
4488 1996 2641
7841 1995 3282
3617 1996 1713
8763 2000 4735
8194 2002 2668
3993 1994 3972
9814 1990 1409
9928 1991 2305
5692 2001 1863
8239 1995 3240
3106 1992 3348
5316 2000 1707
6286 2003 4655
8866 1994 4985
9996 2000 3895
9756 1996 2071
4113 1996 4732
8309 1998 3866
8597 1995 1783
9215 2001 2090
4259 2003 4528
9310 1990 1902
7639 2003 4799
6895 1992 1835
6495 1993 2411
3028 1996 3268
7133 1994 4173
4061 1994 4724
9456 2000 2861
7882 1995 2778
6505 1992 4044
9646 2003 4893
7899 1990 2903
8096 2000 1519
4791 1991 1586
6623 2002 4433
5379 1992 4390
6715 1991 2863
5890 2003 3163
9588 1993 2182
3588 1999 4052
4062 1990 3596
7507 1998 4741
4014 1994 4315
4299 1997 3740
5746 1998 2793
4614 1998 4055
4419 1992 4362
4358 1998 3381
6549 1995 3439
9003 1992 4662
7275 2003 2069
3842 1998 3075
7271 2003 4006
9901 1990 3130
8389 2003 4972
5403 2001 3071
4899 1996 1579
3513 2002 4144
7237 2000 1315
3343 1992 2481
6824 2001 3829
3093 1990 3664
5541 1991 3468
7691 2003 1231
9266 2000 3677
4472 1995 1899
4155 2001 3416
3668 2000 3869
7266 1998 4814
4837 1993 4981
5635 1999 3720
8249 2001 2155
4373 2002 4781
3383 1995 4765
8353 1996 3953
9465 1991 4881
8840 1990 3593
5650 1992 4046
4073 2001 1620
3688 1998 4497
6899 1996 1297
6201 1995 1065
8437 1999 4718
7625 1996 2744
7786 1997 3719
7082 2002 4233
3148 1997 2689
8665 2003 4458
5592 2000 4094
5051 2002 3997
9899 1991 3328
4647 1996 3882
8770 1996 3715
7050 1998 2159
4600 1996 3082
8121 1997 2918
7052 2002 1971
5229 2002 3354
7788 1992 3591
9350 2000 3504
4844 1998 1822
3316 1990 4789
8819 1990 2510
4764 2000 2866
6948 1995 3865
8421 1990 3221
5351 2003 2792
8856 1999 2971
4436 2000 2384
4798 1996 4297
8579 2002 1521
3505 1997 2732
5933 2002 2037
8582 1996 4681
7479 2000 1948
9999 1995 3417
4779 1991 3438
5199 1991 2215
6163 1991 1653
7086 1996 4082
4058 1998 3253
9895 2001 2181
9060 2002 2103
9872 2000 3843
3070 1991 1413
3435 1992 2535
5876 2003 2420
9294 1990 1326
8870 2000 4516
6075 1995 4830
7382 2000 1210
8185 1994 1803
8740 2002 3747
4155 2001 1603
3524 2000 3959
5193 2003 4783
7834 1996 2639
7260 1998 4077
9055 1994 2449
9463 1993 1226
9316 2001 3103
8000 2003 2161
6074 2002 1029
8525 1990 2107
6688 1996 1480
9953 2000 1849
8250 2001 1074
3986 1990 3473
8048 1996 4226
8909 2000 2639
7326 1997 4280
3328 2000 1250
4393 1998 4065
5539 1991 3173
5873 2000 1899
6108 2000 4998
6969 1990 2815
3548 1996 1135
4377 2001 2832
3725 1998 4297
5359 1991 2240
8551 1993 4556
6863 1994 2076
7029 1996 4108
6570 1999 1812
4584 1999 3281
7864 1996 4062
4039 1996 3641
4873 1993 2325
6323 2003 2159
8671 1993 2284
4028 1994 3682
7067 1999 3537
8052 2003 2191
4093 1992 4228
8246 2000 4886
8370 1991 1319
4058 2002 1407
5353 2003 3748
3218 1996 2740
8235 2001 4072
5549 1997 2999
9511 1992 2637
7013 1997 2200
8954 1990 2158
3935 1994 2221
4430 2001 4486
4007 1992 1214
3884 1997 4305
7201 1992 2819
3092 2001 2062
8173 1998 1468
7432 1997 2796
7130 1995 1567
6115 1991 4688
9078 1993 1124
8711 1991 3178
5206 1998 3515
7188 1993 1948
6784 1994 1911
4088 1997 4049
8275 2000 4203
9400 1994 1646
5586 2001 1526
8454 1991 4531
7618 1996 2376
8275 1998 1137
9985 2000 4347
7254 2001 1790
6414 1995 4136
7049 1991 3868
9161 1991 3403
6997 1993 2997
4083 2002 3330
6634 1992 3600
5919 2003 4231
5756 2000 3086
6261 1993 2392
6094 2002 3824
9419 1998 4329
9460 1998 3174
6250 1997 2556
6320 1990 3290
7363 1994 2638
3913 1994 1158
4220 1995 2382
9843 1991 4477
9510 1992 1439
9765 1994 2684
3692 1992 1272
5773 1991 3775
6849 2003 4145
4498 2003 4895
6004 1998 4316
4907 1997 2010
3516 1990 1097
8778 2000 4430
5243 1999 3904
8947 2003 4084
5862 1991 1435
7549 1990 3584
4656 1992 3304
9282 1990 1280
6584 1992 2235
4579 1993 2236
5140 2002 3382
6406 2000 4789
7915 1994 4132
3115 1998 4362
5925 1990 4456
9480 1994 3302
9699 2003 4946
8090 1990 1799
8146 1990 1214
6139 1994 2029
6779 1994 2673
4284 1992 4270
8540 1999 1447
7011 1996 2714
9482 2000 3831
9664 1999 3158
7504 1997 3114
7122 1991 2841
5844 1996 3131
7480 1995 4458
9481 2000 4847
9678 2001 1486
6648 2000 4654
4041 1991 3510
9300 1995 2487
4469 1996 2773
4857 1995 4221
7498 1990 4991
7317 1999 2830
3488 2003 1533
7620 1992 2971
3289 2003 2754
3650 2001 1404
5946 1999 1491
6178 2001 2632
3102 1990 2448
5471 1995 3695
6533 1993 1333
7056 1995 2243
3893 2003 1237
5244 1993 4422
3928 1998 2819
8905 1991 3725
8575 1997 2523
6484 2001 2898
6718 1990 4200
5711 1995 2240
7072 2003 1302
3151 1996 3615
3306 1990 4363
3934 1994 2874
9544 1993 4338
3541 2002 1223
6826 1993 2495
3957 2002 2894
8162 2000 2111
5237 1994 2173
5580 1993 2233
4760 1999 1455
8101 1997 4353
6034 2003 1257
3395 1990 4740
6122 1994 1057
7623 1991 2976
5341 2002 1449
3900 1997 3639
3402 2003 4837
8605 1995 2179
9332 1992 3718
3913 1995 3111
8921 1993 1234
4251 1995 1588
4196 2003 2057
8736 2003 4840
5814 1998 3668
3214 1999 3332
5226 1993 1613
8164 1995 4024
3345 1990 3561
4316 1993 4808
5427 2001 4306
5053 2001 4021
5545 2000 2170
4444 1998 1818
5096 2003 4362
8238 1995 3948
5584 1999 2169
3500 1992 1046
3819 1997 2140
3854 1990 1299
3737 1997 2217
7360 1991 4076
8757 1997 2653
9394 1996 1158
4032 1999 2178
3617 1993 1186
4756 1996 2056
3484 1998 4444
7651 1994 2723
3133 1996 3321
3077 1994 2885
3225 1998 1492
9186 1995 2971
6372 2000 3976
8909 2002 3388
5094 1991 2454
7009 1993 1349
9962 1995 2999
9167 2003 4896
5502 1999 1171
5524 1991 3410
5187 2002 2096
3700 1998 1136
3653 1998 2608
8409 1990 2610
6467 1999 1162
6321 1997 1638
9810 2003 2263
9558 1996 2103
4955 1999 3998
6658 2003 4384
5527 2002 4357
6825 2000 4622
3605 2002 2698
6331 2002 1789
3701 2002 3352
3133 2001 2549
3451 2000 1384
8944 1995 4772
6866 2001 3268
9906 1995 3445
